time_s,radius_cm,temperature_degC,C_kgkg_dry,D_m2_s,H_log,M_log,D_over_D0,T_rate_K_s,C_rate_kgkg_s,H_rate_s-1,M_rate_s-1,lnD_rate_s-1,lnD_rate_step_error_s-1,net_sign_certified,rate_interpretable
3428,0,39.673162945129953,2.5320280904399119,9.079175304469114e-09,0.47705396193169219,-0.0012525585572114167,1.6093033819992717,0.0042032246199402339,-3.2997269071873468e-05,0.00016536573407628525,-2.3160795558131036e-06,0.00016304965452047215,1.6555831575462698e-11,1,1
3429,0,39.677365788455347,2.5319950728378058,9.0806556119315309e-09,0.4772193104431639,-0.0012548760941643118,1.6095657696860137,0.0042024612215586883,-3.3037938066674912e-05,0.00016533125745983658,-2.3189945929898008e-06,0.00016301226286684678,1.6378732327652565e-11,1,1
3430,0,39.681567865951543,2.5319620145579309,9.0821358202901615e-09,0.47738462438368801,-0.0012571965468831604,1.6098281398063965,0.0042016929580377393,-3.3078624604369424e-05,0.00016529659204885395,-2.321911087438746e-06,0.00016297468096141521,2.7984905788102504e-12,1,1
3431,0,39.685769172743434,2.5319289155827613,9.0836159276862517e-09,0.47754990356409072,-0.0012595199168242478,1.6100904920309511,0.00420091980996773,-3.3119328649910955e-05,0.00016526173709969965,-2.3248290371214496e-06,0.0001629369080625782,2.8121759749425573e-12,1,1
3432,0,39.689969703938196,2.5318957758948089,9.08509593225372e-09,0.47771514779451374,-0.0012618462054416607,1.6103528260289111,0.004200141761484014,-3.3160050161851189e-05,0.00016522669200828044,-2.3277484395501375e-06,0.00016289894356873031,2.8178718039506556e-12,1,1
3433,0,39.694169454628963,2.5318625954766283,9.086575832120617e-09,0.47788035688457781,-0.0012641754141868384,1.6106151414684693,0.0041993588000893327,-3.3200789101628374e-05,0.0001651914563030371,-2.3306692924397503e-06,0.00016286078701059734,2.815156365399557e-12,1,1
3434,0,39.69836841989796,2.5318293743108087,9.0880556254100483e-09,0.47804553064348126,-0.001266507544509296,1.6108774380169422,0.0041985709168876886,-3.3241545432568145e-05,0.00016515602965412357,-2.333591593637839e-06,0.00016282243806048575,2.8071640064547543e-12,1,1
3435,0,39.702566594820475,2.5317961123799795,9.0895353102417828e-09,0.47821066888017855,-0.0012688425978560763,1.6111397153410545,0.0041977781063255995,-3.3282319114147363e-05,0.00016512041186320513,-2.3365153407218759e-06,0.00016278389652248326,2.7925215037496315e-12,1,1
3436,0,39.706763974467641,2.5317628096668092,9.0910148847330913e-09,0.47837577140347903,-0.0012711805756719736,1.6114019731070888,0.0041969803662530811,-3.3323110109765665e-05,0.00016508460286583705,-2.3394405315448232e-06,0.00016274516233429222,2.7683779205665837e-12,1,1
3437,0,39.710960553910503,2.5317294661540024,9.0924943470003131e-09,0.47854083802220859,-0.0012735214793995837,1.6116642109811616,0.004196177698203722,-3.3363918377308607e-05,0.00016504860274245805,-2.3423671635726415e-06,0.0001627062355788854,2.7406268172849163e-12,1,1
3438,0,39.715156328223152,2.5316960818243093,9.0939736951599017e-09,0.4787058685453302,-0.0012758653104788049,1.6119264286294108,0.0041953701068984843,-3.3404743880915959e-05,0.0001650124116988512,-2.3452952347104507e-06,0.00016266711646414073,2.7077953865684706e-12,1,1
3439,0,39.719351292486117,2.5316626566605076,9.0954529273297283e-09,0.47887086278208718,-0.0012782120703479867,1.612188625718225,0.004194557600493809,-3.3445586584468501e-05,0.00016497603007588154,-2.3482247428453338e-06,0.00016262780533303619,2.6692683707894155e-12,1,1
3440,0,39.723545441789767,2.5316291906454218,9.0969320416301574e-09,0.47903582054212035,-0.0012805617604426057,1.6124508019144344,0.0041937401904116687,-3.3486446442632101e-05,0.0001649394583427906,-2.3511556852174771e-06,0.00016258830265757313,2.6250066302493241e-12,1,1
3441,0,39.727738771237497,2.5315956837619162,9.0984110361853552e-09,0.47920074163560972,-0.0012829143821957907,1.6127129568855436,0.00419291789146925,-3.3527323419102466e-05,0.00016490269710227581,-2.3540880597011366e-06,0.00016254860904257466,2.575902192285609e-12,1,1
3442,0,39.731931275949258,2.5315621359928899,9.0998899091243928e-09,0.47936562587340498,-0.0012852699370386467,1.6129750902999263,0.0041920907216598611,-3.3568217477094223e-05,0.00016486574708185248,-2.3570218641369116e-06,0.00016250872521771556,2.5232836111353796e-12,1,1
3443,0,39.736122951064409,2.5315285473212819,9.1013686585824463e-09,0.47953047306713875,-0.0012876284263999061,1.6132372018270387,0.0041912587021108996,-3.3609128575455095e-05,0.00016482860913218111,-2.3599570960588769e-06,0.00016246865203612223,2.4666945189991824e-12,1,1
3444,0,39.740313791745145,2.5314949177300718,9.1028472827018582e-09,0.4796952830293571,-0.0012899898517058279,1.6134992911376067,0.0041904218570471361,-3.3650056675068228e-05,0.0001647912842256036,-2.3628937531441065e-06,0.00016242839047245948,2.4056113004378155e-12,1,1
3445,0,39.744503793179263,2.5314612472022771,9.1043257796332281e-09,0.47986005557364114,-0.0012923542143805228,1.6137613579038204,0.0041895802137699905,-3.3691001738963181e-05,0.00016475377345530866,-2.3658318332204937e-06,0.00016238794162208817,2.3412116158510327e-12,1,1
3446,0,39.748692950583518,2.5314275357209524,9.1058041475366745e-09,0.48002479051472252,-0.0012947215158458038,1.6140234017995567,0.0041887338025207539,-3.3731963727764068e-05,0.00016471607802993386,-2.3687713339471228e-06,0.00016234730669598675,2.2743330656271876e-12,1,1
3447,0,39.752881259206156,2.5313937832691935,9.1072823845826148e-09,0.48018948766859509,-0.001297091757521135,1.6142854225005181,0.004187882656349136,-3.3772942600466628e-05,0.00016467819926837835,-2.3717122528688068e-06,0.00016230648701550955,2.2033950727341767e-12,1,1
3448,0,39.757068714330039,2.5313599898301367,9.1087604889529322e-09,0.48035414685263023,-0.0012994649408235083,1.6145474196844394,0.0041870268112050484,-3.3813938316954818e-05,0.000164640138603394,-2.3746545875928087e-06,0.00016226548401580119,2.1308218590195688e-12,1,1
3449,0,39.761255311275242,2.531326155386957,9.1102384588420091e-09,0.48051876788568532,-0.0013018410671675668,1.6148093930312712,0.0041861663056561573,-3.385495084147945e-05,0.00016460189757046137,-2.377598336033151e-06,0.00016222429923442824,2.0553606288730569e-12,1,1
3450,0,39.765441045401751,2.5312922799228641,9.1117162924575865e-09,0.48068335058820044,-0.0013042201379660308,1.6150713422233318,0.0041853011808766398,-3.3895980135219731e-05,0.00016456347780733133,-2.3805434958882532e-06,0.00016218293431144307,1.9753449364504766e-12,1,1
3451,0,39.769625912111977,2.5312583634211108,9.113193988021749e-09,0.48084789478230727,-0.001306602154628972,1.6153332669454814,0.0041844314806412557,-3.3937026155839156e-05,0.00016452488105377552,-2.3834900646096969e-06,0.00016214139098916583,1.8927177533600847e-12,1,1
3452,0,39.773809906853394,2.5312244058649891,9.1146715437718507e-09,0.48101240029192727,-0.0013089871185641394,1.6155951668852877,0.0041835572511009405,-3.3978088866515321e-05,0.00016448610914274688,-2.3864380400364034e-06,0.00016209967110271048,1.8066038573981424e-12,1,1
3453,0,39.777993025120693,2.5311904072378271,9.1161489579612799e-09,0.48117686694285194,-0.0013113750311772089,1.6158570417331599,0.004182678540734841,-3.4019168229796705e-05,0.00016444716399847969,-2.389387419963213e-06,0.00016205777657851648,1.7169678222586637e-12,1,1
3454,0,39.782175262458274,2.5311563675229927,9.1176262288604334e-09,0.48134129456285463,-0.0013137658938714076,1.6161188911825219,0.0041817954002461022,-3.406026420312476e-05,0.00016440804763237708,-2.39233820182635e-06,0.00016201570943055074,1.623988568405163e-12,1,1
3455,0,39.7863566144622,2.5311222867038969,9.1191033547573054e-09,0.48150568298174579,-0.0013161597080474153,1.6163807149299172,0.00418090788246713,-3.4101376747530658e-05,0.00016436876213927348,-2.3952903833142277e-06,0.00016197347175595926,1.527222413203605e-12,1,1
3456,0,39.790537076782492,2.5310881647639856,9.1205803339584687e-09,0.48167003203148473,-0.0013185564751038881,1.6166425126751822,0.0041800160422340573,-3.4142505829078587e-05,0.00016432930969248561,-2.3982439624688778e-06,0.00016193106573001673,1.426761622258868e-12,1,1
3457,0,39.794716645124829,2.5310540016867407,9.122057164789602e-09,0.48183434154623123,-0.001320956196437384,1.6169042841215395,0.0041791199361860265,-3.4183651404728892e-05,0.00016428969253590996,-2.4011989366929661e-06,0.00016188849359921701,1.3206186632534062e-12,1,1
3458,0,39.798895315252501,2.5310197974556914,9.1235338455962515e-09,0.48199861136242939,-0.0013233588734415131,1.6171660289757341,0.004178219622765174,-3.4224813433995451e-05,0.00016424991298401098,-2.404155303568564e-06,0.0001618457576804424,1.2061040371730974e-12,1,1
3459,0,39.803073082988043,2.5309855520544002,9.1250103747443733e-09,0.48216284131886566,-0.0013257645075080121,1.6174277469481277,0.0041773151621538789,-3.4265991880758996e-05,0.00016420997341934289,-2.4071130609845828e-06,0.00016180286035835832,1.0869814705445624e-12,1,1
3460,0,39.807249944215016,2.5309512654664701,9.1264867506210627e-09,0.48232703125674609,-0.0013281731000262449,1.6176894377528299,0.0041764066159556039,-3.4307186707049908e-05,0.00016416987627999359,-2.4100722067000437e-06,0.00016175980407329355,9.6376471256723328e-13,1,1
3461,0,39.8114258948791,2.5309169376755394,9.1279629716349036e-09,0.48249118101973254,-0.0013305846523834015,1.6179511011077585,0.0041754940469586419,-3.4348397873714312e-05,0.00016412962405028936,-2.4130327383908591e-06,0.00016171659131189852,8.2986344033565695e-13,1,1
3462,0,39.815600930989497,2.5308825686652892,9.1294390362164748e-09,0.48265529045399996,-0.0013329991659642244,1.6182127367347303,0.0041745775194996781,-3.4389625340895215e-05,0.00016408921927507793,-2.4159946536836147e-06,0.00016167322462139433,6.9383691500557454e-13,1,1
3463,0,39.819775048620386,2.5308481584194373,9.1309149428190145e-09,0.4828193594082944,-0.0013354166421511826,1.6184743443595786,0.0041736570987869941,-3.4430869068513559e-05,0.00016404866453311701,-2.418957950189362e-06,0.00016162970658292766,5.5852479759199714e-13,1,1
3464,0,39.823948243911303,2.5308137069217445,9.1323906899183913e-09,0.48298338773394844,-0.0013378370823242725,1.6187359237121475,0.0041727328505937562,-3.4472129018747737e-05,0.00016400796242501442,-2.4219226256778143e-06,0.00016158603979933659,4.1043402942801677e-13,1,1
3465,0,39.828120513068107,2.5307792141560039,9.1338662760135436e-09,0.48314737528490576,-0.0013402604878615415,1.6189974745263707,0.0041718048419555247,-3.4513405157698962e-05,0.00016396711560063922,-2.4248886781943903e-06,0.00016154222692244482,2.6450372382809395e-13,1,1
3466,0,39.832291852364143,2.5307446801060469,9.1353416996270426e-09,0.48331132191779513,-0.0013426868601388142,1.619258996540371,0.0041708731400807624,-3.4554697442808667e-05,0.00016392612671629366,-2.4278561051761748e-06,0.00016149827061111749,1.1422641803780775e-13,1,1
3467,0,39.83646225813964,2.5307101047557494,9.1368169593046352e-09,0.48347522749187327,-0.0013451162005292422,1.6195204894963786,0.004169937812201022,-3.4596005834219845e-05,0.00016388499842882604,-2.4308249042501011e-06,0.00016145417352457595,5.1576012341167377e-14,1,1
3468,0,39.840631726802599,2.5306754880890221,9.1382920536157853e-09,0.48363909186908172,-0.0013475485104039538,1.619781953140828,0.004168998926578146,-3.4637330294925071e-05,0.00016384373343521284,-2.4337950732433997e-06,0.00016140993836196945,2.1434175506533648e-13,1,1
3469,0,39.844800254829337,2.530640830089816,9.1397669811538325e-09,0.48380291491406185,-0.0013499837911316287,1.6200433872243856,0.0041680565505496743,-3.4678670786029521e-05,0.00016380233439573867,-2.4367666098507578e-06,0.0001613655677858879,3.8621254631887592e-13,1,1
3470,0,39.848967838762782,2.5306061307421186,9.1412417405353423e-09,0.48396669649408319,-0.0013524220440788244,1.6203047915018347,0.0041671107518954633,-3.4720027271932054e-05,0.00016376080398770946,-2.4397395119983791e-06,0.00016132106447571109,5.541975569862273e-13,1,1
3471,0,39.85313447521451,2.5305713900299538,9.1427163304009241e-09,0.48413043647912674,-0.001354863270609999,1.6205661657322206,0.0041661615975018646,-3.4761399712849674e-05,0.00016371914485295344,-2.4427137773186998e-06,0.00016127643107563473,3.603533405916251e-12,1,1
3472,0,39.857300160861236,2.5305366079373877,9.1441907494139387e-09,0.48429413474175148,-0.0013573074720870631,1.6208275096786207,0.0041652091535683651,-3.480278806911042e-05,0.00016367735960595044,-2.4456894034520085e-06,0.00016123167020249844,2.751029764234969e-12,1,1
3473,0,39.861464892446946,2.5305017844485227,9.1456649962613144e-09,0.48445779115716453,-0.0013597546498698044,1.6210888231082903,0.0041642534857793132,-3.48441923040399e-05,0.00016363545084058129,-2.4486663882493136e-06,0.00016118678445233196,1.8607289645720948e-12,1,1
3474,0,39.86562866677945,2.5304669195474991,9.1471390696522906e-09,0.48462140560309919,-0.0013622048053157365,1.6213501057924395,0.0041632946580918428,-3.4885612380556694e-05,0.00016359342108250674,-2.4516447295330966e-06,0.00016114177635297364,9.3877775561926335e-13,1,1
3475,0,39.869791480730875,2.5304320132184941,9.1486129683186587e-09,0.48478497795982833,-0.0013646579397802506,1.6216113575062756,0.0041623327339716338,-3.4927048259580922e-05,0.00016355127283773337,-2.4546244249854723e-06,0.0001610966484127479,3.0190693695031356e-14,1,1
3476,0,39.873953331235562,2.5303970654457255,9.1500866910139635e-09,0.48494850811008089,-0.0013671140546163141,1.6218725780288616,0.0041613677745514126,-3.4968499901810723e-05,0.00016350900852026207,-2.4576054722730097e-06,0.00016105140304798905,9.8974179004417129e-13,1,1
3477,0,39.878114215288178,2.5303620762134487,9.151560236512899e-09,0.48511199593896687,-0.0013695731511746718,1.6221337671430094,0.0041603998401538904,-3.5009967269091412e-05,0.00016346663051194024,-2.4605878691429607e-06,0.00016100604264279728,1.9816372392837678e-12,1,1
3478,0,39.882274129943262,2.5303270455059574,9.153033603611115e-09,0.48527544133395867,-0.0013720352308037697,1.6223949246352454,0.0041594289881530244,-3.5051450326117894e-05,0.00016342414107843576,-2.4635716135429272e-06,0.00016096056946489283,2.9888863465384746e-12,1,1
3479,0,39.886433072310631,2.5302919733075786,9.154506791123581e-09,0.48543884418471944,-0.0013745002948502311,1.6226560502955201,0.0041584552739368022,-3.509294903884333e-05,0.0001633815424070841,-2.4665567035090443e-06,0.00016091498570357506,4.0312210492464418e-12,1,1
3480,0,39.890591039557343,2.5302568596026784,9.1559797978853256e-09,0.48560220438316304,-0.0013769683446582554,1.6229171439173402,0.0041574787501126309,-3.5134463629238333e-05,0.00016333883657567846,-2.4695431550725829e-06,0.00016086929342060588,1.6800684866750959e-11,1,1
3481,0,39.89474802889962,2.5302217043755371,9.1574526227484719e-09,0.48576552182314842,-0.0013794393815785622,1.6231782052972419,0.0041564994801603916,-3.5175993258048266e-05,0.00016329602608887897,-2.4725309096733148e-06,0.00016082349517920565,1.6825638647112451e-11,1,1
3482,0,39.89890403761104,2.5301865076108561,9.1589252645855017e-09,0.485928796400802,-0.0013819134069327193,1.6234392342353701,0.0041555174963470156,-3.5217538680890982e-05,0.00016325311222478543,-2.4755200208512394e-06,0.00016077759220393419,1.7015546388337785e-11,1,1
3483,0,39.903059063004598,2.5301512692929866,9.1603977222823366e-09,0.4860920280138063,-0.0013843904220672749,1.6237002305342521,0.0041545328513876711,-3.5259099628130265e-05,0.00016321009706461956,-2.4785104700839597e-06,0.00016073158659453559,1.7148634264994508e-11,1,1
3484,0,39.907213102440998,2.5301159894064456,9.1618699947416206e-09,0.48625521656172893,-0.0013868704283175853,1.6239611939993792,0.0041535455887107275,-3.5300676027268566e-05,0.00016316698232450536,-2.4815022527051714e-06,0.00016068548007180019,1.7218252783843604e-11,1,1
3485,0,39.911366153322639,2.5300806679357906,9.1633420808805727e-09,0.48641836194578381,-0.0013893534270166348,1.624222124438826,0.0041525557484144802,-3.5342267850920386e-05,0.00016312376958952041,-2.484495367219647e-06,0.00016063927422230076,1.7232859562087144e-11,1,1
3486,0,39.915518213090841,2.5300453048656149,9.1648139796298882e-09,0.48658146406872421,-0.0013918394194952584,1.6244830216630561,0.0041515633676928827,-3.5383875060746028e-05,0.0001630804603304398,-2.4874898113622234e-06,0.00016059297051907758,1.7194427685048724e-11,1,1
3487,0,39.919669279222369,2.5300099001805521,9.1662856899326107e-09,0.48674452283471109,-0.0013943284070818934,1.6247438854847216,0.0041505684805365197,-3.5425497622254547e-05,0.00016303705589200876,-2.4904855831383633e-06,0.0001605465703088704,1.7107763339643811e-11,1,1
3488,0,39.92381934922652,2.5299744538652664,9.1677572107429554e-09,0.48690753814918086,-0.0013968203911032789,1.6250047157184548,0.0041495711177634105,-3.5467135494959834e-05,0.00016299355749417306,-2.4934826801321458e-06,0.00016050007481404092,1.6973413180607771e-11,1,1
3489,0,39.927968420641626,2.5299389659044702,9.1692285410252245e-09,0.48707050991873213,-0.0013993153728832058,1.6252655121806763,0.0041485713067478018,-3.5508788643667799e-05,0.00016294996622144602,-2.4964811002997228e-06,0.00016045348512114629,1.6792754036279445e-11,1,1
3490,0,39.932116491031742,2.5299034362828996,9.1706996797524799e-09,0.48723343805097696,-0.0014018133537442162,1.6255262746893588,0.0041475690714853171,-3.5550457031334005e-05,0.00016290628302548932,-2.49948084146726e-06,0.00016040680218402207,2.8358717826283686e-12,1,1
3491,0,39.936263557983175,2.5298678649853414,9.1721706259053355e-09,0.48739632245440739,-0.0014043143350056797,1.6257870030638142,0.0041465644325384687,-3.5592140616436125e-05,0.00016286250872299415,-2.5024819011461175e-06,0.00016036002682184804,2.8573966923042121e-12,1,1
3492,0,39.940409619101082,2.5298322519966123,9.1736413784708194e-09,0.48755916303827346,-0.0014068183179853423,1.6260476971244908,0.0041455574069792309,-3.5633839365260357e-05,0.00016281864399344704,-2.5054842773967291e-06,0.00016031315971605032,2.8708062674038387e-12,1,1
3493,0,39.944554672005886,2.5297965973015692,9.1751119364409592e-09,0.48772195971242449,-0.0014093253039985515,1.6263083566927234,0.004144548008257587,-3.5675553239022939e-05,0.00016277468937398926,-2.5084879679231188e-06,0.00016026620140606614,2.876209714191072e-12,1,1
3494,0,39.94869871432968,2.5297609008851052,9.1765822988115657e-09,0.48788471238718251,-0.0014118352943585323,1.6265689815905175,0.0041435362463809371,-3.571728220001328e-05,0.00016273064526648519,-2.5114929705048216e-06,0.00016021915229598037,2.8723965209403318e-12,1,1
3495,0,39.952841743712867,2.5297251627321526,9.1780524645810507e-09,0.48804742097320508,-0.0014143482903761857,1.6268295716403391,0.0041425221277518647,-3.5759026210668843e-05,0.00016268651193117285,-2.5144992829318315e-06,0.00016017201264824103,2.8600842126493692e-12,1,1
3496,0,39.956983757800359,2.5296893828276796,9.1795224327489822e-09,0.48821008538133509,-0.0014168642933602899,1.6270901266648599,0.0041415056552308966,-3.58007852340562e-05,0.00016264228948915065,-2.5175069030384364e-06,0.00016012478258611222,2.8402373497809358e-12,1,1
3497,0,39.961124754238291,2.5296535611566928,9.1809922023149465e-09,0.48837270552247053,-0.0014193833046174248,1.627350646486754,0.0041404868281886085,-3.5842559232612821e-05,0.00016259797792444607,-2.5205158286147402e-06,0.00016007746209583133,2.811946693288131e-12,1,1
3498,0,39.965264730670306,2.5296176977042353,9.1824617722771715e-09,0.48853528130741752,-0.0014219053254519471,1.6276111309284553,0.0041394656424310243,-3.588434816881314e-05,0.00016255357708110782,-2.5235260574534977e-06,0.00016003005102365432,2.7769526587083371e-12,1,1
3499,0,39.969403684734182,2.5295817924553892,9.1839311416314155e-09,0.48869781264676687,-0.001424430357165965,1.6278715798119598,0.0041384420903298746,-3.5926152002467113e-05,0.00016250908666834267,-2.5265375871601298e-06,0.00015998254908118254,2.7353040080342617e-12,1,1
3500,0,39.973541614058313,2.5295458453952762,9.1854003093695619e-09,0.48886029945074866,-0.0014269584010592141,1.6281319929585769,0.0041374161608285212,-3.5967970699231813e-05,0.00016246450626076982,-2.5295504157512955e-06,0.00015993495584501854,2.6876239406746494e-12,1,1
3501,0,39.977678516258386,2.5295098565090495,9.1868692744784634e-09,0.48902274162909715,-0.0014294894584296559,1.6283923701887235,0.004136387839521305,-3.6009804219435303e-05,0.0001624198353015577,-2.5325645408689497e-06,0.00015988727076068877,2.6337837618316262e-12,1,1
3502,0,39.981814388933998,2.5294738257819085,9.1883380359388101e-09,0.48918513909093209,-0.0014320235305724045,1.6286527113217253,0.0041353571086908403,-3.6051652526107127e-05,0.00016237507310390894,-2.5355799603450597e-06,0.00015983949314356388,2.5732524021760544e-12,1,1
3503,0,39.985949229665408,2.529437753199081,9.1898065927237565e-09,0.48934749174461362,-0.0014345606187810501,1.6289130161755712,0.0041343239473009179,-3.6093515581795785e-05,0.00016233021885080258,-2.5385966719778276e-06,0.00015979162217882474,2.5087821902379515e-12,1,1
3504,0,39.990083036010198,2.529401638745842,9.1912749437979935e-09,0.48950979949762857,-0.0014371007243462602,1.6291732845667508,0.0041332883312161775,-3.6135393345497015e-05,0.00016228527160363904,-2.5416146733155949e-06,0.00015974365693032346,2.4401904921613621e-12,1,1
3505,0,39.994215805500374,2.5293654824074991,9.1927430881163585e-09,0.48967206225646531,-0.0014396438485569042,1.6294335163100067,0.0041322502332423738,-3.6177285782386839e-05,0.00016224023030384071,-2.5446339623414338e-06,0.00015969559634149927,2.3669431215359027e-12,1,1
3506,0,39.998347535639134,2.5293292841693993,9.1942110246229704e-09,0.48983427992648693,-0.0014421899926994025,1.6296937112181817,0.0041312096231038717,-3.6219192852941319e-05,0.00016219509377198691,-2.5476545367078854e-06,0.00015964743923527902,2.2899087411421687e-12,1,1
3507,0,40.002478223897988,2.5292930440169279,9.1956787522499836e-09,0.48999645241182582,-0.0014447391580580283,1.6299538691019977,0.0041301664676491132,-3.6261114519671914e-05,0.00016214986071589951,-2.5506763942106847e-06,0.00015959918432168881,2.2098106222494251e-12,1,1
3508,0,40.006607867713861,2.5292567619355073,9.1971462699166719e-09,0.49015857961526876,-0.0014472913459147808,1.630213989769894,0.0041291207309293769,-3.6303050744720032e-05,0.0001621045297337526,-2.5536995326195794e-06,0.00015955083020113302,2.1261250138931986e-12,1,1
3509,0,40.010736464486399,2.5292204379105994,9.1986135765283078e-09,0.49032066143814479,-0.0014498465575494112,1.6304740730278275,0.0041280723743219259,-3.634500148637828e-05,0.00016205909931892419,-2.5567239494336008e-06,0.0001595023753694906,2.0366611500587106e-12,1,1
3510,0,40.01486401157527,2.5291840719277077,9.2000806709752652e-09,0.49048269778021863,-0.0014524047942390983,1.6307341186791147,0.0041270213564127776,-3.6386966708823458e-05,0.00016201356785541064,-2.5597496425657169e-06,0.00015945381821284491,1.9458974633446841e-12,1,1
3511,0,40.018990506297399,2.5291476639723673,9.2015475521320704e-09,0.49064468853959853,-0.0014549660572592466,1.6309941265242629,0.0041259676334176971,-3.6428946374937134e-05,0.00016196793363436985,-2.5627766098378388e-06,0.00015940515702453202,1.8539669853576829e-12,1,1
3512,0,40.023115945924907,2.529111214030157,9.2030142188564367e-09,0.49080663361263127,-0.0014575303478826628,1.6312540963607993,0.0041249111592254186,-3.6470940442789861e-05,0.00016192219485583261,-2.5658048487334398e-06,0.00015935639000709916,1.7575314847136786e-12,1,1
3513,0,40.027240327682485,2.5290747220866936,9.2044806699885658e-09,0.49096853289382042,-0.0014600976673798561,1.6315140279831473,0.0041238518852928507,-3.6512948875448238e-05,0.00016187634962460304,-2.5688343570874823e-06,0.00015930751526751556,1.6587656812352969e-12,1,1
3514,0,40.031363648745248,2.5290381881276311,9.2059469043501969e-09,0.49113038627573091,-0.0014626680170191865,1.6317739211824573,0.0041227897609571098,-3.6554971633018241e-05,0.00016183039596252144,-2.5718651325266699e-06,0.00015925853082999477,1.5587008409239517e-12,1,1
3515,0,40.035485906236616,2.5290016121386656,9.2074129207438785e-09,0.49129219364891241,-0.0014652413980664914,1.6320337757464789,0.0041217247335918472,-3.6597008676457029e-05,0.00016178433181461346,-2.5748971727375989e-06,0.00015920943464187585,1.4546904804867145e-12,1,1
3516,0,40.039607097226472,2.5289649941055292,9.2088787179522323e-09,0.49145395490181759,-0.0014678178117854851,1.632293591459429,0.0041206567486711991,-3.6639059967017808e-05,0.00016173815505161177,-2.5779304754277152e-06,0.00015916022457618405,1.3433503441573347e-12,1,1
3517,0,40.043727218729174,2.5289283340139956,9.2103442947373512e-09,0.4916156699207368,-0.0014703972594374089,1.6325533681018858,0.004119585749651951,-3.6681125465398701e-05,0.00016169186346534276,-2.5809650382654207e-06,0.00015911089842707735,1.2306518109260478e-12,1,1
3518,0,40.047846267701658,2.5288916318498758,9.2118096498399734e-09,0.49177733858971467,-0.0014729797422812802,1.6328131054506423,0.0041185116785224327,-3.6723205131742695e-05,0.00016164545479028185,-2.5840008588800707e-06,0.00015906145393140177,1.1145785358025739e-12,1,1
3519,0,40.051964241042278,2.5288548875990227,9.2132747819791319e-09,0.4919389607905118,-0.0014755652615736443,1.6330728032786448,0.0041174344758374559,-3.6765298926562842e-05,0.0001615989267049333,-2.5870379349270608e-06,0.00015901188877000624,9.9040860148530419e-13,1,1
3520,0,40.056081135589032,2.5288181012473263,9.2147396898513855e-09,0.49210053640252283,-0.0014781538185688226,1.6333324613548552,0.0041163540804210657,-3.6807406810557275e-05,0.00016155227682017323,-2.59007626407482e-06,0.00015896220055609841,8.679889218401321e-13,1,1
3521,0,40.060196948118119,2.5287812727807188,9.2162043721304673e-09,0.49226206530274136,-0.0014807454145186639,1.6335920794441898,0.0041152704301813019,-3.6849528742351666e-05,0.00016150550271123513,-2.5931158438459417e-06,0.00015891238686738918,7.4317949797647609e-13,1,1
3522,0,40.064311675343333,2.5287444021851719,9.2176688274668669e-09,0.49242354736571325,-0.0014833400506726185,1.6338516573074451,0.0041141834619307831,-3.6891664683310246e-05,0.00016145860191067412,-2.5961566719557249e-06,0.00015886244523871838,6.1365035232061049e-13,1,1
3523,0,40.06842531391451,2.5287074894466959,9.2191330544874068e-09,0.49258498246349508,-0.0014859377282778891,1.6341111947012226,0.0041130931113648002,-3.6933814593576024e-05,0.00016141157190751397,-2.5991987460335378e-06,0.00015881237316148043,4.8504131483842472e-13,1,1
3524,0,40.072537860416993,2.5286705345513423,9.2205970517948679e-09,0.49274637046561687,-0.0014885384485791798,1.6343706913778617,0.0041119993137191573,-3.6975978431071546e-05,0.00016136441017306857,-2.6022420635524765e-06,0.00015876216810951609,3.4810958911453416e-13,1,1
3525,0,40.076649311371021,2.5286335374852045,9.2220608179679372e-09,0.49290771123907445,-0.0014911422128186969,1.6346301470854321,0.004110902003350958,-3.7018156156383889e-05,0.00016131711414449378,-2.6052866221731372e-06,0.00015871182752232065,2.0890906192450043e-13,1,1
3526,0,40.080759663230793,2.5285964982344136,9.2235243515606981e-09,0.49306900464828035,-0.0014937490222364485,1.6348895615676418,0.0041098011143247959,-3.7060347729730062e-05,0.00016126968124779506,-2.6083324195300733e-06,0.00015866134882826498,6.3221129720236746e-14,1,1
3527,0,40.0848689123847,2.5285594167851428,9.2249876511028287e-09,0.49323025055508601,-0.0014963588780698451,1.635148934563873,0.0041086965804299309,-3.7102553109624736e-05,0.00016122210889850223,-2.6113794531380151e-06,0.00015861072944536422,8.5982382238419808e-14,1,1
3528,0,40.088977055154523,2.528522293123606,9.2264507150991472e-09,0.49339144881872982,-0.0014989717815539732,1.6354082658091016,0.0041075883350630464,-3.714477225439753e-05,0.00016117439449707131,-2.614427720498645e-06,0.00015855996677657265,2.3228676469290443e-13,1,1
3529,0,40.093084087795695,2.5284851272360593,9.2279135420298482e-09,0.49355259929587214,-0.0015015877339212725,1.6356675550339388,0.0041064763123319628,-3.7187005123562322e-05,0.0001611265354721921,-2.6174772191969745e-06,0.00015850905825299513,3.8185034019304342e-13,1,1
3530,0,40.097190006498003,2.5284479191087983,9.2293761303506218e-09,0.49371370184060537,-0.0015042067364019584,1.6359268019646522,0.0041053604458956743,-3.7229251674116462e-05,0.00016107852923527119,-2.6205279466408669e-06,0.00015845800128863033,5.2490320033224402e-13,1,1
