time_s,radius_cm,temperature_degC,C_kgkg_dry,D_m2_s,H_log,M_log,D_over_D0,T_rate_K_s,C_rate_kgkg_s,H_rate_s-1,M_rate_s-1,lnD_rate_s-1,lnD_rate_step_error_s-1,net_sign_certified,rate_interpretable
5267,1,45.926836200170747,2.1507788268712029,1.1197533660371693e-08,0.71826753160967483,-0.032755946068387561,1.9847869641658544,0.0020851194015942078,-0.00012341389882220002,7.8849892306151091e-05,-1.2005633500231786e-05,6.6844258805919308e-05,3.7440498834931391e-13,1,1
5268,1,45.928920754041457,2.1506554152305797,1.1198281925720014e-08,0.71834635960114201,-0.032767952171121384,1.9849195958108337,0.0020839853262918,-0.00012340938037184537,7.8805976954592584e-05,-1.2006571782070725e-05,6.6799405172521858e-05,2.1680880289871862e-13,1,1
5269,1,45.931004164832949,2.1505320081145829,1.119902973495606e-08,0.71842514333762797,-0.032779959211579057,1.9850521466089293,0.0020828332802670011,-0.00012340484954964648,7.8761383753598045e-05,-1.2007508945891818e-05,6.6753874807706231e-05,1.0334704554811058e-13,1,1
5270,1,45.933086414691324,2.1504086055356422,1.1199777080452271e-08,0.7185038821457207,-0.032791967188636625,1.9851846152081403,0.0020816635016416285,-0.00012340030624150936,7.871612174194527e-05,-1.200844498004678e-05,6.6707676761898485e-05,5.3954629934856169e-14,1,1
5271,1,45.935167486006485,2.1502852075062986,1.1200523954682898e-08,0.71858257536125514,-0.032803976101158823,1.9853170002745113,0.0020804762343846757,-0.00012339575033667077,7.8670200178873698e-05,-1.2009379873204961e-05,6.6660820305668731e-05,6.5730777076703287e-12,1,1
5272,1,45.937247361410044,2.1501618140392034,1.1201270350223162e-08,0.7186612223292459,-0.032815985947999046,1.9854493004919842,0.0020792717162881518,-0.0001233911817273281,7.8623628089400743e-05,-1.2010313614317504e-05,6.6613314475083243e-05,5.5546263254139042e-12,1,1
5273,1,45.939326023770093,2.1500384251471125,1.1202016259747026e-08,0.71873982240367695,-0.032827996727999964,1.9855815145620033,0.0020780501918089551,-0.00012338660031189588,7.8576414749924456e-05,-1.2011246192934599e-05,6.6565168556989855e-05,4.5601437936079042e-12,1,1
5274,1,45.941403456204732,2.1499150408428815,1.1202761676033029e-08,0.71881837494802647,-0.032840008439993996,1.9857136412045489,0.0020768119010442137,-0.00012338200599004701,7.8528569271335289e-05,-1.2012177598723098e-05,6.6516391672612188e-05,3.6306143638351052e-12,1,1
5275,1,45.943479642062279,2.1497916611394667,1.1203506591955838e-08,0.71889687933449942,-0.032852021082803148,1.9858456791566403,0.0020755570794150913,-0.00012337739866415581,7.8480100587081396e-05,-1.2013107821607089e-05,6.6466992765474304e-05,2.5986194804056978e-12,1,1
5276,1,45.945554564935001,2.1496682860499177,1.1204251000492111e-08,0.71897533494456445,-0.032864034655239828,1.9859776271733751,0.0020742859738831494,-0.00012337277824503445,7.8431018066332157e-05,-1.2014036852326734e-05,6.6416981214005428e-05,1.8113924531333592e-12,1,1
5277,1,45.947628208659268,2.1495449155873714,1.1204994894720685e-08,0.71905374116894683,-0.032876049156107284,1.9861094840279625,0.0020729988154529386,-0.00012336814464120049,7.8381330474256447e-05,-1.2014964681393556e-05,6.6366365792862886e-05,8.6993066016841786e-13,1,1
5278,1,45.949700557294044,2.1494215497650591,1.1205738267813333e-08,0.71913209740682371,-0.032888064584199045,1.9862412485100842,0.0020716958406055141,-0.00012336349776465028,7.8331046782476784e-05,-1.2015891299652581e-05,6.6315155482824198e-05,2.8451069625234915e-13,1,1
5279,1,45.951771595149182,2.1492981885962923,1.1206481113046907e-08,0.71921040306688089,-0.032900080938300248,1.9863729194280479,0.0020703772979917545,-0.00012335883753670596,7.8280176422114076e-05,-1.201681669885226e-05,6.6263359723261811e-05,6.9190748237194649e-13,1,1
5280,1,45.953841306767053,2.1491748320944608,1.1207223423795487e-08,0.71928865756662863,-0.032912098217187796,1.9865044956073949,0.0020690433958279186,-0.00012335416385300668,7.8228727294839435e-05,-1.2017740868234295e-05,6.6210986426605144e-05,4.4940663576588033e-11,1,1
5281,1,45.955909676912576,2.1490514802730516,1.1207965193526273e-08,0.71936686033202035,-0.03292411641962853,1.9866359758901726,0.0020676943963161172,-0.00012334947670652086,7.8176709342888049e-05,-1.2018663806517785e-05,6.615804553637026e-05,7.607619045900231e-11,1,1
5282,1,45.957976690594784,2.1489281331455872,1.1208706415808648e-08,0.71944501079826817,-0.032936135544385209,1.9867673591365398,0.0020663305078466956,-0.00012334477595380791,7.812413047328864e-05,-1.2019585499128272e-05,6.6104544974160366e-05,1.1648818488854771e-10,1,1
5283,1,45.960042333043539,2.1488047907256966,1.1209447084304448e-08,0.7195231084089625,-0.032948155590209666,1.9868986442230439,0.0020649519671026204,-0.00012334006154712804,7.8070999662181921e-05,-1.2020505940810304e-05,6.6050493721371613e-05,1.6573767275859363e-10,1,1
5284,1,45.962106589720598,2.1486814530270668,1.121018719277259e-08,0.71960115261648261,-0.032960176555847466,1.9870298300434388,0.0020635590017986281,-0.00012333533341879477,7.8017325546019309e-05,-1.2021425124361259e-05,6.5995900421658046e-05,2.2170735062556571e-10,1,1
5285,1,45.964169446313861,2.1485581200634543,1.1210926735066701e-08,0.7196791428817938,-0.03297219844003673,1.987160915508267,0.002062151837012749,-0.00012333059150423006,7.7963116660962085e-05,-1.2022343042877502e-05,6.5940773618084587e-05,2.8080991445165755e-10,1,1
5286,1,45.966230888735772,2.1484347918486737,1.1211665705134413e-08,0.71975707867436778,-0.032984221241509397,1.9872918995447335,0.0020607306960342222,-0.00012332583574381495,7.7908381474945952e-05,-1.2023259689935129e-05,6.5885121785010824e-05,3.3841232041035424e-10,1,1
5287,1,45.968290903120781,2.1483114683966025,1.121240409701641e-08,0.71983495947209841,-0.032996244958990582,1.9874227810965364,0.0020592957999413151,-0.00012332106607519192,7.7853128371726214e-05,-1.2024175058839641e-05,6.5828953312886579e-05,3.8949417557323715e-10,1,1
5288,1,45.970349475823554,2.1481881497211783,1.1213141904845622e-08,0.71991278476123788,-0.033008269591198958,1.9875535591237248,0.002057847367844682,-0.00012331628244081441,7.7797365660085192e-05,-1.2025089143361994e-05,6.5772276516723195e-05,4.2945314176286078e-10,1,1
5289,1,45.972406593416814,2.1480648358363936,1.121387912284626e-08,0.71999055403629308,-0.033020295136847254,1.9876842326025277,0.0020563856168553944,-0.00012331148478761375,7.7741101572630189e-05,-1.2026001937706461e-05,6.5715099634923728e-05,4.5472125891066195e-10,1,1
5290,1,45.974462242689896,2.1479415267562927,1.1214615745333503e-08,0.72006826679999925,-0.033032321594642491,1.9878148005252985,0.0020549107632348296,-0.00012330667306570395,7.7684344309270233e-05,-1.2026913436384572e-05,6.5657430872885655e-05,1.5058613562915837e-11,1,1
5291,1,45.976516410649253,2.1478182224949687,1.1215351766713347e-08,0.72014592256330789,-0.033044348963286292,1.987945261900488,0.0020534230258064672,-0.00012330184722364465,7.762710216619771e-05,-1.2027823633753244e-05,6.5599278532444471e-05,2.3335519700926587e-11,1,1
5292,1,45.978569084524253,2.1476949230665672,1.1216087181485409e-08,0.72022352084563424,-0.03305637724147454,1.9880756157531412,0.0020519226329316353,-0.00012329700721547263,7.7569383799585797e-05,-1.202873252470063e-05,6.5540651274885163e-05,3.3218928150759164e-11,1,1
5293,1,45.980620251781993,2.1475716284852733,1.1216821984249129e-08,0.7203010611753996,-0.033068406427898697,1.9882058611259974,0.0020504098344643991,-0.00012329215299966553,7.7511198677487057e-05,-1.202964010454547e-05,6.5481558572941581e-05,4.4039204371453845e-11,1,1
5294,1,45.98266990015663,2.1474483387653152,1.1217556169716091e-08,0.72037854309114036,-0.033080436521245288,1.9883359970816734,0.0020488849171389485,-0.00012328728454088128,7.7452557661446741e-05,-1.203054636920703e-05,6.5422011292239711e-05,5.4869697503558308e-11,1,1
5295,1,45.984718017694696,2.1473250539209485,1.1218289732729515e-08,0.72045596614322882,-0.033092467520197573,1.9884660227061188,0.002047348222693183,-0.0001232824018092919,7.7393473691496397e-05,-1.2031451315140608e-05,6.5362022376355789e-05,6.4679399897483829e-11,1,1
5296,1,45.986764592820215,2.1472017739664597,1.121902266829172e-08,0.72053332989632002,-0.033104499423435227,1.988595937113484,0.0020458001677224522,-0.00012327750478569044,7.7333962536488285e-05,-1.2032354939836256e-05,6.5301607596652032e-05,7.2545637777739723e-11,1,1
5297,1,45.988809614418358,2.1470784989161413,1.1219754971599669e-08,0.72061063393253022,-0.033116532229636612,1.98872573945242,0.0020442412603453399,-0.00012327259346715339,7.7274043423855826e-05,-1.2033257242372399e-05,6.5240786181483432e-05,7.7796721349070522e-11,1,1
5298,1,45.990853071933252,2.1469552287842859,1.1220486638086582e-08,0.7206878778551189,-0.033128565937479482,1.9888554289134557,0.0020426721115646509,-0.00012326766786363574,7.7213739468796208e-05,-1.2034158223084388e-05,6.517958124571182e-05,8.0035249383340369e-11,1,1
5299,1,45.992894955474846,2.1468319635851638,1.1221217663467176e-08,0.72076506129253559,-0.03314060054564312,1.9889850047370152,0.0020410934437506967,-0.000123262728007593,7.7153077994639919e-05,-1.2035057884504965e-05,6.5118020110134961e-05,7.9160989002453712e-11,1,1
5300,1,45.994935255933342,2.1467087033330032,1.1221948043786306e-08,0.72084218390273658,-0.033152636052810304,1.9891144662220404,0.0020395060951040969,-0.00012325777394987339,7.7092090701220717e-05,-1.2035956230964596e-05,6.5056134470256119e-05,7.5393921398418488e-11,1,1
5301,1,45.996973965094071,2.146585448041971,1.1222677775467835e-08,0.7209192453775306,-0.033164672457669138,1.9892438127346537,0.0020379110161983975,-0.00012325280576634215,7.7030813533859418e-05,-1.2036853269239671e-05,6.4993960264619752e-05,6.9158666545833004e-11,1,1
5302,1,45.999011075745805,2.1464621977261422,1.1223406855360553e-08,0.72099624544666951,-0.03317670975891613,1.9893730437162958,0.0020363092616904051,-0.00012324782356391376,7.6969286369708926e-05,-1.203774900914342e-05,6.4931537360565501e-05,6.0951087438917279e-11,1,1
5303,1,46.001046581780173,2.1463389523994718,1.1224135280780541e-08,0.72107318388160557,-0.033188747955258772,1.9895021586912369,0.0020347019815082725,-0.00012324282747118906,7.690755268438868e-05,-1.2038643462613373e-05,6.4868909221775306e-05,5.1322667104125759e-11,1,1
5304,1,46.003080478281873,2.1462157120757763,1.1224863049549309e-08,0.72115006049888508,-0.033200787045417561,1.9896311572733343,0.0020330904091482673,-0.00012323781764400632,7.684565910936557e-05,-1.2039536644255102e-05,6.480612246511047e-05,4.0864928303220582e-11,1,1
5305,1,46.005112761604515,2.1460924767686982,1.1225590160026466e-08,0.72122687516303607,-0.03321282702812936,1.9897600391718258,0.0020314758462121794,-0.00012323279426899406,7.678365484728336e-05,-1.204042857169127e-05,6.4743226275592095e-05,3.009309572637054e-11,1,1
5306,1,46.007143429430762,2.1459692464916813,1.1226316611135008e-08,0.72130362778882007,-0.033224867902149804,1.9898888041958096,0.0020298596465118854,-0.00012322775756123947,7.6721591070985857e-05,-1.2041319265335817e-05,6.4680271805650047e-05,1.9425001849550892e-11,1,1
5307,1,46.009172480816737,2.1458460212579396,1.1227042402380383e-08,0.72138031834290883,-0.033236909666256434,1.9900174522576255,0.0020282432008282094,-0.00012322270775759017,7.6659520347323104e-05,-1.2042208747741299e-05,6.4617311599581798e-05,9.1756442531900143e-12,1,1
5308,1,46.011199916221507,2.1457228010804421,1.1227767533863198e-08,0.7214569468450045,-0.033248952319250076,1.9901459833751065,0.0020266279204127118,-0.00012321764512168706,7.6597496013497838e-05,-1.2043097044092192e-05,6.4554398969405641e-05,5.1726313933086326e-13,1,1
5309,1,46.013225737520536,2.1455995859718757,1.1228492006284967e-08,0.72153351336833371,-0.033260995859958641,1.9902743976725972,0.0020250152292640897,-0.00012321256994377952,7.6535571885104158e-05,-1.2043984182188755e-05,6.4491587702915403e-05,9.431937449491147e-12,1,1
5310,1,46.015249948016198,2.1454763759446309,1.1229215820952788e-08,0.72161001804005376,-0.033273040287238376,1.9904026953817835,0.0020234065496419853,-0.00012320748253324965,7.6473801708600586e-05,-1.2044870191717852e-05,6.4428931516882727e-05,1.732832996016731e-11,1,1
5311,1,46.017272552423094,2.1453531710107754,1.1229938979773081e-08,0.72168646104067946,-0.033285085599976588,1.9905308768405825,0.0020218032841097982,-0.00012320238322138796,7.6412238482654034e-05,-1.2045755104525718e-05,6.4366483378128323e-05,2.417585035429607e-11,1,1
5312,1,46.019293556846272,2.1452299711820384,1.1230661485242722e-08,0.72176284260327517,-0.033297131797093101,1.9906589424915713,0.0020202068099190265,-0.00012319727235565736,7.6350934245969309e-05,-1.204663895405848e-05,6.4304295291910823e-05,2.9984727781219231e-11,1,1
5313,1,46.021312968751808,2.1451067764697922,1.1231383340436464e-08,0.72183916301231965,-0.033309178877542166,1.9907868928797559,0.0020186184692055536,-0.00012319215030339356,7.6289939706858701e-05,-1.204752177572516e-05,6.4242417931133547e-05,3.4827612297480375e-11,1,1
5314,1,46.023330796926878,2.1449835868850333,1.1232104548990226e-08,0.72191542260220443,-0.033321226840314203,1.9909147286496109,0.0020170395629014828,-0.00012318701744414479,7.622930401326483e-05,-1.2048403606149799e-05,6.4180900407115037e-05,3.8813421348996881e-11,1,1
5315,1,46.025347051437478,2.1448604024383755,1.1232825115083317e-08,0.72199162175564002,-0.033333275684436676,1.991042450541928,0.0020154713448370387,-0.00012318187416804349,7.6169074529984528e-05,-1.2049284483012936e-05,6.4119790046971597e-05,4.2006936828726388e-11,1,1
5316,1,46.027361743576819,2.1447372231400346,1.1233545043416461e-08,0.72206776090168356,-0.033345325408975418,1.9911700593899204,0.0020139150169207198,-0.00012317672087821158,7.6109296656662884e-05,-1.2050164445287709e-05,6.405913221137518e-05,4.4447275395799457e-11,1,1
5317,1,46.02937488581329,2.1446140489998187,1.123426433919005e-08,0.72214384051378866,-0.033357376013035761,1.9912975561153694,0.0020123717246036676,-0.00012317155798854024,7.6050013656541276e-05,-1.2051043533023456e-05,6.399897012351782e-05,4.619116684468922e-11,1,1
5318,1,46.031386491730323,2.1444908800271172,1.1234983008078627e-08,0.72221986110751646,-0.033369427495763548,1.991424941724099,0.002010842555386342,-0.00012316638591924886,7.5991266600193241e-05,-1.2051921786911909e-05,6.3939344813281334e-05,4.725576619466279e-11,1,1
5319,1,46.033396575970272,2.1443677162308989,1.1235701056207164e-08,0.72229582323842012,-0.03338147985634532,1.9915522173017746,0.0020093285355494333,-0.00012316120509259229,7.593309424215498e-05,-1.2052799247867465e-05,6.388029499428752e-05,4.7681723410668113e-11,1,1
5320,1,46.035405154168039,2.1442445576197078,1.1236418490122916e-08,0.72237172749952827,-0.03339353309400888,1.9916793840089106,0.0020078306257046799,-0.00012315601593818984,7.5875532852974609e-05,-1.2053675957548945e-05,6.3821856895425667e-05,4.7656489404702615e-11,1,1
5321,1,46.037412242888422,2.1441214042016545,1.1237135316769137e-08,0.72244757451898489,-0.033405587208023953,1.9918064430762139,0.002006349726260126,-0.00012315081888765919,7.5818616425930954e-05,-1.2054551957834844e-05,6.3764064468096112e-05,4.7280763058508112e-11,1,1
5322,1,46.039417859567067,2.1439982559844202,1.1237851543459843e-08,0.72252336495779945,-0.033417642197702088,1.99193339580011,0.0020048866765994453,-0.00012314561437428337,7.5762376646197084e-05,-1.2055427290790811e-05,6.3706949355406275e-05,4.6609978138385799e-11,1,1
5323,1,46.041422022447371,2.14387511297525,1.1238567177853276e-08,0.72259909950748125,-0.03342969806239704,1.9920602435380383,0.0020034422540143502,-0.00012314040282868088,7.5706842850676266e-05,-1.205630199824589e-05,6.3650540852430376e-05,4.5714703032708089e-11,1,1
5324,1,46.043424750520437,2.1437519751809631,1.1239282227926428e-08,0.722674778887749,-0.033441754801504055,1.992186987703938,0.0020020171775296798,-0.00012313518468209939,7.5652042172723525e-05,-1.2057176122114798e-05,6.3594866050608725e-05,4.4553546317766327e-11,1,1
5325,1,46.045426063467211,2.1436288426079417,1.1239996701950532e-08,0.72275040384435274,-0.033453812414460792,1.9923136297639032,0.0020006121048391869,-0.00012312996036893212,7.5597999426525413e-05,-1.2058049704644513e-05,6.3539949721880907e-05,4.3205589063052829e-11,1,1
5326,1,46.047425981595431,2.1435057152621391,1.1240710608464352e-08,0.72282597514669078,-0.03346587090074668,1.9924401712314477,0.0019992276372953195,-0.00012312473031454255,7.5544737295826612e-05,-1.205892278722191e-05,6.3485814508604707e-05,4.1681631521403757e-11,1,1
5327,1,46.049424525789256,2.1433825931490853,1.1241423956252929e-08,0.72290149358590317,-0.03347793025988232,1.9925666136637392,0.0019978643214209053,-0.00012311949494285082,7.5492276391210457e-05,-1.2059795411116302e-05,6.3432480980094157e-05,4.0003042368961898e-11,1,1
5328,1,46.051421717449252,2.1432594762738861,1.1242136754322041e-08,0.72297695997259703,-0.033489990491429623,1.9926929586570714,0.0019965226463085624,-0.00012311425467389131,7.5440635151993238e-05,-1.206066761724012e-05,6.3379967534753126e-05,3.8326067485134653e-11,1,1
5329,1,46.053417578440722,2.1431363646412325,1.1242849011876325e-08,0.72305237513490117,-0.033502051594990936,1.9928192078429858,0.0019952030565839603,-0.00012310900992063001,7.5389830336209464e-05,-1.2061539445836767e-05,6.332829089037269e-05,3.6543400074094505e-11,1,1
5330,1,46.055412131051462,2.1430132582554031,1.1243560738301558e-08,0.72312773991686929,-0.033514113570208774,1.9929453628851317,0.001993905941378197,-0.0001231037610939974,7.533987660405862e-05,-1.2062410936973371e-05,6.3277465667085252e-05,3.4836823814663083e-11,1,1
5331,1,46.05740539792793,2.1428901571202688,1.12442719431373e-08,0.7232030551760581,-0.033526176416765412,1.9930714254744168,0.0019926316466622276,-0.00012309850859541319,7.5290786984118585e-05,-1.2063282129808056e-05,6.3227504854310534e-05,2.7508328939913375e-10,1,1
5332,1,46.059397402050372,2.1427670612393044,1.1244982636066559e-08,0.72327832178259177,-0.033538240134381822,1.9931973973271748,0.0019913804763825502,-0.00012309325282126396,7.5242572916370617e-05,-1.2064153063028139e-05,6.3178419853342479e-05,2.6870243232052574e-10,1,1
5333,1,46.06138816667206,2.1426439706155875,1.1245692826889991e-08,0.72335354061686952,-0.033550304722817677,1.9933232801805933,0.0019901526856470988,-0.00012308799416516081,7.5195243994865302e-05,-1.2065023775071158e-05,6.3130220219794142e-05,2.6115811415012603e-10,1,1
5334,1,46.063377715287913,2.1425208852518085,1.1246402525512581e-08,0.72342871256837538,-0.033562370181870554,1.9934490757903522,0.0019889485016767829,-0.00012308273300639289,7.5148808759468473e-05,-1.2065894302992716e-05,6.3082914456475756e-05,2.5243037034847291e-10,1,1
5335,1,46.065366071600494,2.1423978051502837,1.1247111741929111e-08,0.72350383853439082,-0.033574436511374546,1.9935747859280484,0.0019877680975811289,-0.00012307746972225103,7.5103273705115161e-05,-1.2066764683673744e-05,6.3036509021441423e-05,2.4309682615704115e-10,1,1
5336,1,46.067353259457718,2.1422747303129501,1.1247820486197959e-08,0.72357891941764529,-0.033586503711200803,1.9937004123765507,0.0019866116237832188,-0.00012307220468110722,7.5058644469270388e-05,-1.2067634953141894e-05,6.2991009516128493e-05,2.3319758887048632e-10,1,1
5337,1,46.069339302859525,2.1421516607413875,1.1248528768443737e-08,0.72365395612656536,-0.03359857178125545,1.9938259569304684,0.0019854791890079322,-0.00012306693824263673,7.5014925113680902e-05,-1.2068505146592582e-05,6.2946419967088317e-05,2.2316555758027361e-10,1,1
5338,1,46.071324225874768,2.1420285964368126,1.1249236598822048e-08,0.72372894957213518,-0.033610640721480185,1.9939514213899041,0.0019843708765516035,-0.00012306167076248098,7.4972118739200289e-05,-1.2069375298845867e-05,6.2902743440354419e-05,2.1290192884755674e-10,1,1
5339,1,46.0733080526688,2.1419055374000955,1.1249943987531268e-08,0.72380390066893585,-0.033622710531850626,1.9940768075625421,0.0019832867626679018,-0.00012305640258503114,7.4930228180468514e-05,-1.2070245443638231e-05,6.2859982736830283e-05,2.0179132486069368e-10,1,1
5340,1,46.075290807413296,2.1417824836317636,1.1250650944774253e-08,0.72387881033175006,-0.033634781212375911,1.9942021172568603,0.0019822267849652526,-0.00012305113401741186,7.4889251033976369e-05,-1.2071115611069727e-05,6.2818135422906647e-05,1.1989745387654387e-10,1,1
5341,1,46.077272514311289,2.1416594351320293,1.1251357480768847e-08,0.72395367947648603,-0.03364685276309614,1.9943273522839937,0.0019811910507409412,-0.00012304586547603092,7.4849191307208086e-05,-1.2071985841979557e-05,6.2777205465228529e-05,1.488162331808162e-10,1,1
5342,1,46.079253197562643,2.1415363919007353,1.1252063605733358e-08,0.72402850901889682,-0.033658925184087647,1.9944525144551595,0.0019801794826364016,-0.0001230405971908895,7.4810046031318009e-05,-1.2072856158939451e-05,6.2737189872378554e-05,1.8866485323066218e-10,1,1
5343,1,46.08123288131759,2.1414133539374491,1.1252769329866737e-08,0.72410329987280853,-0.033670998475453774,1.9945776055781435,0.0019791920451221281,-0.00012303532951000543,7.4771813817947906e-05,-1.2073726596115863e-05,6.269808722183204e-05,2.3832577205403372e-10,1,1
5344,1,46.083211589672061,2.1412903212414132,1.1253474663346607e-08,0.7241780529499503,-0.033683072637329843,1.9947026274569515,0.0019782286685080899,-0.00012303006273791289,7.4734491988357883e-05,-1.207459718342697e-05,6.2659894804930914e-05,2.9553070632500587e-10,1,1
5345,1,46.085189346645166,2.1411672938115722,1.1254179616319746e-08,0.72425276915910741,-0.03369514766988032,1.9948275818901218,0.0019772892665065691,-0.00012302479717022732,7.4698077237004426e-05,-1.2075467949932642e-05,6.2622609287071789e-05,3.5633384365743852e-10,1,1
5346,1,46.087166176161155,2.141044271646575,1.1254884198894268e-08,0.72432744940543048,-0.033707223573298896,1.9949524706693391,0.0019763737354493807,-0.0001230195330966799,7.4662565602014739e-05,-1.2076338924131809e-05,6.2586226677882926e-05,4.1564596472217115e-10,1,1
5347,1,46.089142102032262,2.1409212547447862,1.125558842113253e-08,0.72440209458979565,-0.033719300347807131,1.9950772955781784,0.0019754819554756629,-0.000123014270803042,7.4627952510104837e-05,-1.2077210134150924e-05,6.2550742375953912e-05,4.6798745827474238e-10,1,1
5348,1,46.091117147943443,2.1407982431042853,1.1256292293044399e-08,0.72447670560822541,-0.033731377993654707,1.9952020583909094,0.0019746137918836837,-0.00012300901056131833,7.4594232827689567e-05,-1.2078081606780859e-05,6.2516151220908702e-05,5.0828840219901625e-10,1,1
5349,1,46.093091337437762,2.1406752367228918,1.1256995824581258e-08,0.72455128335133578,-0.033743456511116897,1.9953267608714369,0.0019737690959142165,-0.00012300375263533483,7.4561400890515276e-05,-1.2078953368024562e-05,6.2482447522490707e-05,5.3265170522713828e-10,1,1
5350,1,46.09506469390255,2.1405522355981557,1.1257699025629916e-08,0.7246258287038172,-0.033755535900495542,1.9954514047722185,0.0019729477046913262,-0.00012299849728821441,7.4529450501460454e-05,-1.2079825443830918e-05,6.2449625057629541e-05,2.6880964563102093e-11,1,1
5351,1,46.097037240554151,2.1404292397273728,1.1258401906006286e-08,0.7247003425438584,-0.033767616162117597,1.9955759918331464,0.0019721494385637564,-0.00012299324477034929,7.4498374830144425e-05,-1.2080697858913156e-05,6.2417676971231265e-05,3.5220187402933319e-11,1,1
5352,1,46.099009000418256,2.1403062491075913,1.1259104475446907e-08,0.72477482574240149,-0.03377969729633442,1.9957005237800431,0.0019713740942233211,-0.00012298799532495239,7.4468166153022729e-05,-1.2081570637293396e-05,6.2386595515729335e-05,4.5355972707532104e-11,1,1
5353,1,46.100979996300644,2.1401832637356208,1.1259806743596375e-08,0.72484927916203068,-0.033791779303520987,1.9958250023224338,0.0019706214326943674,-0.00012298274918753902,7.443881539976482e-05,-1.2082443802251222e-05,6.2356371597513594e-05,5.6549247896093766e-11,1,1
5354,1,46.102950250743817,2.1400602836080398,1.1260508719989168e-08,0.72492370365535175,-0.033803862184075086,1.9959494291503252,0.0019698911636065,-0.00012297750658148604,7.4410311559276182e-05,-1.2083317375886835e-05,6.232699418338934e-05,6.7769490621474512e-11,1,1
5355,1,46.104919785966302,2.1399373087212115,1.1261210414023616e-08,0.72499810006269194,-0.033815945938415831,1.9960738059295917,0.0019691829250773432,-0.00012297226771703271,7.4382640919949038e-05,-1.2084191379022003e-05,6.2298449540927031e-05,7.7895130246746248e-11,1,1
5356,1,46.106888623780243,2.139814339071294,1.1261911834926739e-08,0.72507246920897417,-0.033828030566982685,1.9961981342957424,0.001968496263279107,-0.00012296703279113252,7.4355786298035595e-05,-1.2085065831184647e-05,6.2270720466850945e-05,8.5935242225714838e-11,1,1
5357,1,46.108856785491128,2.1396913746542592,1.1262612991711824e-08,0.72514681189995345,-0.033840116070233572,1.9963224158464019,0.0019678306163696626,-0.0001229618019787567,7.4329726430944423e-05,-1.2085940749753107e-05,6.224378568119131e-05,9.1132739782296898e-11,1,1
5358,1,46.110824291783068,2.1395684154659151,1.1263313893129359e-08,0.72522112891786739,-0.033852202448642649,1.996446652132613,0.0019671853013368454,-0.0001229565754348923,7.4304435480626615e-05,-1.2086816150151064e-05,6.2217619330475553e-05,9.3035920777800353e-11,1,1
5359,1,46.112791162592465,2.1394454615019254,1.1264014547613372e-08,0.72529542101668287,-0.033864289702698586,1.9965708446493253,0.0019665595042924382,-0.00012295135328773318,7.4279882667303422e-05,-1.2087692045176778e-05,6.2192190622126648e-05,9.1571943346764779e-11,1,1
5360,1,46.114757416974903,2.1393225127578424,1.1264714963224641e-08,0.72536968891704667,-0.033876377832901074,1.9966949948253294,0.0019659522782345582,-0.0001229461356375324,7.4256032185312997e-05,-1.2088568444888372e-05,6.2167463740424631e-05,8.6992465111340213e-11,1,1
5361,1,46.116723072974303,2.1391995692291297,1.1265415147595096e-08,0.72544393330136692,-0.033888466839758789,1.9968191040134009,0.0019653625483139572,-0.00012294092255456707,7.4232843402389001e-05,-1.2089445356401874e-05,6.2143398045987126e-05,7.9728181183263101e-11,1,1
5362,1,46.118688147498951,2.1390766309111999,1.1266115107874826e-08,0.72551815480912429,-0.033900556723785634,1.9969431734809084,0.0019647891188974143,-0.00012293571407717696,7.4210271126797563e-05,-1.2090322783696196e-05,6.211994834310136e-05,7.0336236455362938e-11,1,1
5363,1,46.120652656205074,2.1389536977994408,1.1266814850682562e-08,0.72559235403247613,-0.033912647485498111,1.9970672044010369,0.001964230684213438,-0.00012293051020939583,7.4188266009753194e-05,-1.2091200727378056e-05,6.209706528237514e-05,5.945600094073647e-11,1,1
5364,1,46.122616613394307,2.1388307698892572,1.1267514382061921e-08,0.72566653151238603,-0.03392473912541135,1.9971911978450299,0.0019636858433180748,-0.00012292531091813902,7.4166775110965098e-05,-1.2092079184402921e-05,6.2074695926562175e-05,4.7712212110882779e-11,1,1
5365,1,46.124580031926591,2.138707847176101,1.1268213707444277e-08,0.72574068773534761,-0.033936831644035936,1.9973151547756103,0.0019631531171532637,-0.00012292011614375062,7.4145742543167418e-05,-1.2092958149110199e-05,6.2052784394057216e-05,3.5653305503237365e-11,1,1
5366,1,46.12654292315127,2.1385849296554991,1.1268912831619166e-08,0.72581482313076884,-0.033948925041875404,1.9974390760417338,0.0019626309663311283,-0.00012291492578649552,7.4125110144010543e-05,-1.2093837611892338e-05,6.20312725321182e-05,2.3690682662141915e-11,1,1
5367,1,46.128505296854939,2.1384620173231004,1.1269611758712183e-08,0.72588893806902266,-0.033961019319421429,1.9975629623746707,0.0019621178074871177,-0.00012290973971695871,7.4104818093843761e-05,-1.2094717560215373e-05,6.201010053362839e-05,1.2137052105530566e-11,1,1
5368,1,46.13046716122512,2.1383391101746905,1.1270310492169168e-08,0.72596303286006536,-0.033973114477152379,1.9976868143852038,0.0019616120275382323,-0.00012290455777711853,7.4084805454325758e-05,-1.2095597978722679e-05,6.1989207475603083e-05,1.2801551404215475e-12,1,1
