time_s,C_surface,b_equivalent,driving_gap,effective_flux_m_s,elasticity_to_b_at_fixed_state
6360,1.2853204979351391,0.048419999999999998,1.2369004979351392,9.8952039834811137e-07,-0.039146236969611968
6361,1.2852551731722619,0.048423666666666663,1.2368315065055953,9.8946520520447619e-07,-0.039151385141762314
6362,1.2851898790784071,0.048427333333333329,1.2367625457450737,9.8941003659605898e-07,-0.039156532917285936
6363,1.2851246013122177,0.048430999999999995,1.2366936013122178,9.8935488104977433e-07,-0.039161680749873161
6364,1.2850593347629236,0.048434666666666668,1.2366246680962569,9.8929973447700543e-07,-0.039166828801199836
6365,1.2849940764878311,0.048438333333333333,1.2365557431544978,9.8924459452359826e-07,-0.039171977164381942
6366,1.2849288245069099,0.048441999999999999,1.2364868245069098,9.8918945960552774e-07,-0.039177125902104017
6367,1.2848635773759298,0.048445666666666665,1.2364179107092632,9.8913432856741042e-07,-0.039182275060117913
6368,1.2847983339796774,0.04844933333333333,1.236349000646344,9.890792005170752e-07,-0.039187424673781251
6369,1.2847330934293282,0.048452999999999996,1.2362800934293281,9.8902407474346248e-07,-0.039192574771301059
6370,1.284667854991526,0.048456666666666662,1.2362111883248594,9.8896895065988758e-07,-0.039197725375975899
6371,1.2846026180522367,0.048460333333333334,1.2361422847189034,9.8891382777512265e-07,-0.039202876507337607
6372,1.2845373820880237,0.048464,1.2360733820880236,9.8885870567041894e-07,-0.039208028182058825
6373,1.2844721466451661,0.048467666666666666,1.2360044799784995,9.8880358398279956e-07,-0.039213180414612872
6374,1.2844069113267393,0.048471333333333332,1.235935577993406,9.8874846239472475e-07,-0.039218333217681624
6375,1.2843416757824817,0.048474999999999997,1.2358666757824817,9.8869334062598523e-07,-0.039223486602475419
6376,1.2842764397002815,0.048478666666666663,1.2357977730336149,9.8863821842689199e-07,-0.039228640579001911
6377,1.2842112028005954,0.048482333333333336,1.2357288694672621,9.8858309557380969e-07,-0.039233795156242215
6378,1.2841459648315157,0.048486000000000001,1.2356599648315156,9.8852797186521247e-07,-0.039238950342306469
