parameter,location,time_s,C_base,C_minus20,C_plus20,C_secant_elasticity,T_base,T_minus20,T_plus20,T_rise_secant_elasticity_blank_if_rise_lt_0.05K
hm,surface,7303,1.2244588946866455,1.386893087581316,1.090734352718467,-0.6046726765348862,49.048777299832636,49.01592923810722,49.076376207213805,0.007179391971982441
hm,surface,7304,1.2243936689533432,1.3868309165279167,1.0906679701867723,-0.604713487685532,49.0486168075334,49.01580156307519,49.076185594076556,0.007171971388133047
hm,surface,7305,1.2243284180784066,1.3867687232297086,1.0906015601045898,-0.6047543264370918,49.04844747178401,49.015665233301924,49.075985971276296,0.007164511545950565
hm,surface,7306,1.2242631421231596,1.3867065077343625,1.0905351225470776,-0.6047951927100701,49.048269409417884,49.01552036077365,49.075777459117155,0.007157013383312195
hm,surface,7307,1.2241978411480312,1.3866442700889727,1.0904686575882414,-0.6048360864265677,49.048082733105005,49.015367054626076,49.075560173330345,0.0071494776350337205
hm,surface,7308,1.2241325152125753,1.3865820103399773,1.0904021653011189,-0.6048770075097336,49.04788755140245,49.0152054201988,49.07533422650229,0.007141905114783033
hm,surface,7309,1.224067164375605,1.386519728533168,1.0903356457576898,-0.6049179558839023,49.04768397001254,49.01503555901489,49.07509972727444,0.0071342966220329295
hm,surface,7310,1.2240017886951189,1.3864574247137973,1.0902690990288573,-0.6049589314748874,49.04747209099302,49.01485757003144,49.074856780166684,0.0071266527728193795
hm,surface,7311,1.2239363882282859,1.38639509892653,1.0902025251847254,-0.6049999342093245,49.04725201259013,49.014671548979024,49.07460548749312,0.007118974305796289
hm,surface,7312,1.2238709630316644,1.386332751215398,1.0901359242943678,-0.6050409640149434,49.04702383107551,49.014477587846606,49.07434594766165,0.007111261940826895
hm,surface,7313,1.2238055131610248,1.3862703816240005,1.0900692964259615,-0.6050820208207905,49.04678763915488,49.014275776979304,49.074078256062236,0.007103516235855141
hm,surface,7314,1.2237400386714306,1.386207990195369,1.0900026416468933,-0.6051231045566976,49.0465435266282,49.014066203597004,49.07380250576138,0.0070957378451235635
hm,surface,7315,1.2236745396173472,1.3861455769719822,1.089935960023622,-0.6051642151535391,49.04629158125636,49.01384895188321,49.07351878647364,0.007087927386168531
hm,surface,7316,1.223609016052531,1.386083141995899,1.0898692516218527,-0.6052053525432046,49.04603188775421,49.01362410438857,49.07322718573482,0.007080085412791503
hm,surface,7317,1.2235434680301356,1.3860206853086647,1.089802516506502,-0.6052465166584237,49.045764528657024,49.01339174095799,49.072927788594974,0.0070722125057413
hm,surface,7318,1.2234778956027232,1.3859582069513499,1.0897357547416813,-0.6052877074328756,49.04548958435993,49.013151939116185,49.07262067748531,0.007064309211095891
hm,surface,7319,1.2234122988222378,1.3858957069646074,1.0896689663908152,-0.605328924801078,49.04520713286,49.01290477461995,49.07230593293586,0.007056376059987241
hm,surface,7320,1.2233466777400666,1.3858331853886452,1.0896021515166074,-0.6053701686983698,49.044917250209714,49.01265032111835,49.07198363331568,0.007048413577955546
hm,surface,7321,1.2232810815648683,1.3857706824473635,1.0895353681897728,-0.6054113783044757,49.04475787218592,49.01252120881999,49.07179679936573,0.007041609946969314
hm,surface,7322,1.223215534655081,1.3857082189943073,1.0894686439286971,-0.6054525279331556,49.044704177916536,49.01249378881392,49.07171945973119,0.007035697724302134
hm,surface,7323,1.2231500272882538,1.385645787458807,1.0894019667351906,-0.6054936314321032,49.044715463575876,49.01252894827669,49.071709377789716,0.007030319513639501
hm,surface,7324,1.2230845559164856,1.3855833850795962,1.0893353322309285,-0.6055346938517309,49.04477737440954,49.012612899184155,49.07175165849461,0.007025348648065273
hm,surface,7325,1.2230191183992296,1.3855210101904245,1.089268737773476,-0.6055757182371433,49.04488162787355,49.012737675608115,49.07183771171663,0.007020713771827659
hm,surface,7326,1.222953713238091,1.3854586616275237,1.0892021815106478,-0.6056167067281293,49.04502268376807,49.012897956618126,49.07196178801118,0.007016365850559253
hm,surface,7327,1.222888339283472,1.3853963384979897,1.0891356620222754,-0.6056576609629432,49.04519646469049,49.013089822156054,49.07211966248325,0.007012270047732583
hm,surface,7328,1.2228229956195564,1.3853340400898464,1.0890691781765613,-0.6056985822448883,49.04539985856765,49.013310273774415,49.07230811156166,0.007008400669948228
hm,surface,7329,1.2227576814819228,1.3852717658114013,1.0890027290262843,-0.6057394716712255,49.04563036442179,49.01355691344562,49.07252453714658,0.00700473479291036
hm,surface,7330,1.2226923962157759,1.3852095151544912,1.0889363137619374,-0.6057803301744518,49.0458859151278,49.01382775090022,49.072766799644775,0.007001255373881666
hm,surface,7331,1.2226271392533148,1.3851472876785338,1.0888699316812047,-0.6058211585632561,49.04616478300074,49.01412112187621,49.07303311045414,0.006997948223031653
hm,surface,7332,1.2225619100933465,1.3850850829952255,1.0888035821628739,-0.6058619575546271,49.04646549480789,49.01443560944203,49.07332194051801,0.0069948005153765555
hm,surface,7333,1.2224967082857658,1.3850229007561656,1.0887372646497642,-0.6059027277911143,49.04678676781434,49.01476998101129,49.07363196133461,0.0069918012868994996
hm,surface,7334,1.2224315334228397,1.38496074064556,1.0886709786369335,-0.6059434698543147,49.04712747475218,49.01512315195076,49.073962005023915,0.006988941025769093
hm,surface,7335,1.2223663851322384,1.3848986023750445,1.0886047236643026,-0.6059841842728032,49.04748661621914,49.01549416032752,49.074311039783105,0.006986211765810078
hm,surface,7336,1.2223012630736338,1.3848364856808457,1.0885384993098832,-0.6060248715318411,49.047863307139735,49.01588215302177,49.07467814726547,0.006983606053703081
hm,surface,7337,1.2222361669322024,1.3847743903190528,1.0884723051833227,-0.6060655320801148,49.04825675114747,49.01628636267085,49.075062501255736,0.006981117163264011
hm,surface,7338,1.2221710964144892,1.3847123160625954,1.0884061409218062,-0.6061061663339716,49.04866622448852,49.016706093150255,49.07546335434605,0.006978739242802261
hm,surface,7339,1.2221060512461392,1.3846502626990906,1.0883400061854955,-0.6061467746834609,49.04909106752378,49.017140709478916,49.07588002328378,0.006976466776692756
hm,surface,7340,1.222041031169897,1.3845882300295924,1.0882739006555728,-0.6061873574947579,49.0495306773069,49.01758963203998,49.076311883093844,0.006974294576217385
hm,surface,7341,1.221976035943041,1.384526217866316,1.0882078240327735,-0.6062279151097743,49.04998449804129,49.018052326087854,49.076758362459564,0.006972218480395156
hm,surface,7342,1.221911065338091,1.3844642260326585,1.0881417760335783,-0.6062684478536304,49.05045202368865,49.01852830193606,49.07721893182492,0.006970233919777448
hm,surface,7343,1.221846119138652,1.384402254360506,1.088075756391754,-0.6063089560280494,49.05093278260053,49.01901710263437,49.077693108272136,0.006968337964370675
hm,surface,7344,1.2217811971385228,1.3843403026917285,1.0880097648522384,-0.6063494399273619,49.05142633438132,49.019518310853975,49.07818043657098,0.00696652625637048
hm,surface,7345,1.2217162991428712,1.3842783708743458,1.087943801172179,-0.6063898998279481,49.05193227425326,49.02003153147177,49.078680492733504,0.00696479549925444
hm,surface,7346,1.221651424964295,1.384216458763316,1.0878778651210388,-0.6064303359915824,49.05245021877749,49.02055639544849,49.07919288426073,0.006963143031201688
hm,surface,7347,1.2215865744237642,1.3841545662207375,1.08781195647734,-0.6064707486720405,49.05297980958558,49.021092560615735,49.079717240524815,0.0069615655882579505
hm,surface,7348,1.2215217473503301,1.3840926931136661,1.0877460750284915,-0.606511138111123,49.053520712222884,49.021639702231276,49.08025321246393,0.006960060390116237
hm,surface,7349,1.2214569435794627,1.384030839314496,1.087680220572866,-0.6065515045360065,49.05407261046124,49.022197514792886,49.08080047849408,0.006958625628573068
hm,surface,7350,1.2213921629537543,1.3839690047017117,1.0876143929140687,-0.606591848172158,49.05463520873716,49.022765715116456,49.08135872805757,0.006957258147697813
hm,surface,7351,1.2213274053212488,1.3839071891567876,1.0875485918657704,-0.6066321692279255,49.05520822643607,49.023344029311914,49.08192767553183,0.006955956643824607
hm,surface,7352,1.2212626705356053,1.3838453925674212,1.087482817245844,-0.6066724679130707,49.055791398544734,49.023932206386355,49.082507043490224,0.006954718062499114
hm,surface,7353,1.2211979584556982,1.3837836148230827,1.0874170688804725,-0.6067127444214474,49.05638447423771,49.02452999963924,49.083096574482546,0.0069535412068202
hm,surface,7354,1.2211332689445604,1.3837218558189182,1.0873513466002838,-0.6067529989474262,49.05698721352079,49.025137182955156,49.083696020122844,0.006952423508393311
hm,surface,7355,1.221068601870593,1.3836601154516859,1.0872856502424797,-0.6067932316726122,49.057599391128385,49.02575353406809,49.084305147164365,0.0069513637343848
hm,surface,7356,1.2210039571053966,1.3835983936229117,1.0872199796485573,-0.6068334427780465,49.058220789611994,49.026378847469196,49.084923731214275,0.006950359711058605
hm,surface,7357,1.2209393345251025,1.3835366902359498,1.0871543346658175,-0.6068736324344352,49.05885120355857,49.02701292262578,49.08555156092331,0.006949410218497017
hm,surface,7358,1.220874734009699,1.3834750051976679,1.087088715145753,-0.6069138008092326,49.05949043756773,49.02765557067611,49.086188433568985,0.006948513672066229
hm,surface,7359,1.2208101554423174,1.3834133384176808,1.0870231209441994,-0.6069539480651167,49.06013830383359,49.028306611495886,49.086834155557405,0.006947668531082885
hm,surface,7360,1.2207455987095484,1.383351689807881,1.0869575519210832,-0.6069940743593841,49.06079462333091,49.02896587172458,49.08748854178416,0.006946873456848391
hm,surface,7361,1.2206810637009566,1.3832900592827249,1.086892007940018,-0.6070341798456019,49.06145922420533,49.02963318608003,49.08815141451757,0.006946127024556868
hm,surface,7362,1.2206165503090538,1.3832284467587774,1.0868264888687154,-0.6070742646718469,49.06213194173809,49.03030839545676,49.08882260466052,0.006945428098829909
hm,surface,7363,1.220552058429381,1.383166852154824,1.0867609945778174,-0.6071143289832812,49.06281261869534,49.03099134746533,49.08950194850674,0.006944775384540901
hm,surface,7364,1.2204875879597668,1.3831052753918345,1.0866955249418586,-0.6071543729204786,49.06350110289371,49.03168189634166,49.090189290524926,0.006944167768864924
hm,surface,7365,1.2204231388010183,1.3830437163924587,1.0866300798380908,-0.6071943966204498,49.064197249580786,49.03237990090171,49.090884480108514,0.006943604177459071
hm,surface,7366,1.2203587108559988,1.3829821750815563,1.0865646591469966,-0.6072344002171356,49.06490091839426,49.03308522678249,49.091587373084295,0.006943083488553229
hm,surface,7367,1.2202943040300884,1.3829206513854762,1.0864992627518901,-0.6072743838405175,49.06561197496182,49.0337977435246,49.092297830655966,0.006942604753293659
hm,surface,7368,1.2202299182308,1.3828591452324188,1.0864338905387474,-0.6073143476178973,49.06633028967771,49.034517326109075,49.09301571898099,0.0069421669635292265
hm,surface,7369,1.2201655533677165,1.382797656552176,1.086368542396234,-0.6073542916733374,49.06705573753928,49.03524385394199,49.09374090930562,0.006941769188396297
hm,surface,7370,1.2201012093524846,1.382736185276041,1.0863032182153944,-0.607394216128114,49.06778819818167,49.035977210519704,49.09447327716173,0.006941410518722295
hm,surface,7371,1.220036886098575,1.3826747313368548,1.0862379178899508,-0.6074341211003206,49.068527555133315,49.036717283666114,49.09521270320203,0.006941090138221792
hm,surface,7372,1.2199725835215485,1.3826132946687681,1.0861726413154467,-0.6074740067059986,49.069273696702666,49.037463964615114,49.09595907096971,0.0069408071674242275
hm,surface,7373,1.219908301538347,1.3825518752075368,1.0861073883895995,-0.6075138730593733,49.070026513770095,49.03821714920776,49.09671226786827,0.0069405606374392465
hm,surface,7374,1.2198440400676007,1.3824904728899037,1.0860421590128795,-0.6075537202702481,49.0707859007948,49.03897673550016,49.097472186739694,0.0069403499607162905
hm,surface,7375,1.2197797990299917,1.3824290876538772,1.085976953087182,-0.6075935484471123,49.07155175699053,49.03974262488652,49.09823872237489,0.0069401743833317235
hm,surface,7376,1.2197155783474911,1.3823677194388349,1.085911770516182,-0.6076333576970063,49.072323983960196,49.04051472253269,49.09901177249536,0.006940033050838924
hm,surface,7377,1.2196513779433005,1.3823063681854333,1.0858466112057972,-0.6076731481244184,49.07310248553674,49.0412929370561,49.09979123900569,0.00693992519489482
hm,surface,7378,1.219587197742177,1.38224503383501,1.0857814750640342,-0.6077129198302079,49.073887168848785,49.04207717822161,49.10057702762704,0.006939850362763505
hm,surface,7379,1.2195230376706687,1.3821837163300383,1.085716361999904,-0.6077526729146447,49.07467794508083,49.04286735874503,49.10136904507671,0.0069398078684917925
hm,surface,7380,1.2194588976563796,1.3821224156142464,1.0856512719242535,-0.6077924074763135,49.07547472720563,49.04366339477931,49.10216720129279,0.006939796999917347
hm,surface,7381,1.219394724139352,1.3820610883682916,1.0855861410098082,-0.607832192253692,49.076168448088254,49.04436043087456,49.102858393703045,0.0069388754142583366
hm,surface,7382,1.2193304990559666,1.3819997190789166,1.0855209488985198,-0.6078720461965345,49.07677870440487,49.044977135722554,49.10346313037492,0.0069372549136436515
hm,surface,7383,1.219266235097766,1.3819383176381252,1.0854557112400878,-0.6079119511873142,49.07733766434665,49.04554441447487,49.10401479437789,0.0069352188632825235
hm,surface,7384,1.2192019367103741,1.3818768875120233,1.085390433513747,-0.6079519008931573,49.07785663118261,49.04607312311825,49.1045251190879,0.006932867628862821
hm,surface,7385,1.2191376065279873,1.381815430754922,1.0853251189634607,-0.6079918915712957,49.07834215012529,49.046569552512196,49.10500089069766,0.006930257817396338
hm,surface,7386,1.2190732463460472,1.381753948766351,1.0852597698046555,-0.6080319206626498,49.078798565269416,49.0470378787555,49.105446620394666,0.00692742774906061
hm,surface,7387,1.2190088575200047,1.3816924426012298,1.0851943877078665,-0.6080719862375931,49.07922907464338,49.047481172706846,49.105865623381206,0.006924405355102866
hm,surface,7388,1.218944441118539,1.381630913092855,1.0851289739891732,-0.6081120867814184,49.079636136872914,49.04790180164204,49.106260444840174,0.006921210928310453
hm,surface,7389,1.2188799980093998,1.3815693609169544,1.0850635297206135,-0.6081522210565766,49.0800216969806,49.048301636598815,49.1066331048347,0.006917861503463223
hm,surface,7390,1.218815528928071,1.3815077866442458,1.084998055809377,-0.6081923880138866,49.08038736708709,49.04868222252293,49.106985274019934,0.00691437145837688
hm,surface,7391,1.2187510345066308,1.3814461907673228,1.08493255303562,-0.608232586755785,49.080734501492095,49.04904486460577,49.10731835653689,0.006910752081123319
hm,surface,7392,1.2186865152949207,1.3813845737143136,1.0848670220769436,-0.6082728165036212,49.08106425138781,49.04939067155926,49.10763354330459,0.006907012740295361
hm,surface,7393,1.218621971777607,1.3813229358622956,1.084801463531522,-0.60831307656926,49.08137760886477,49.04972059826578,49.107931862321955,0.0069031617781584245
hm,surface,7394,1.2185574043891092,1.3812612775487052,1.0847358779359755,-0.6083533663344007,49.0816754452321,49.05003548183827,49.10821421729678,0.0068992068028053246
hm,surface,7395,1.2184928135223945,1.381199599078851,1.0846702657754559,-0.6083936852409374,49.08195853329485,49.05033606514548,49.10848140908926,0.006895154434056585
hm,surface,7396,1.2184281995350454,1.3811379007305906,1.0846046274915777,-0.6084340327812722,49.082227562492484,49.05062301122483,49.1087341523649,0.006891010564208591
hm,surface,7397,1.218363562753611,1.3810761827589242,1.0845389634863316,-0.6084744084975585,49.082483149746565,49.0508969173613,49.10897308383708,0.0068867796624418115
hm,surface,7398,1.2182989034791187,1.3810144453963085,1.0844732741301841,-0.6085148119629884,49.08272585321543,49.05115831605106,49.10919877930363,0.006882466676352732
hm,surface,7399,1.2182342219877693,1.3809526888587345,1.0844075597668834,-0.6085552427840684,49.08295617395791,49.051407693618316,49.109411763616734,0.006878076006018775
hm,surface,7400,1.2181695185388173,1.380890913347748,1.0843418207143891,-0.6085957005989338,49.08317457547934,49.05164549631604,49.10961251253663,0.006873610994048944
hm,surface,7401,1.2181047933743936,1.3808291190508668,1.0842760572716885,-0.6086361850643143,49.08338148307284,49.05187213147167,49.109801466819874,0.006869075460536933
hm,surface,7402,1.2180400467212122,1.3807673061442063,1.0842102697184803,-0.6086766958607285,49.083577287899494,49.05208797542936,49.109979031329814,0.0068644726544675305
hm,surface,7403,1.2179752787923153,1.3807054747936345,1.0841444583185544,-0.608717232687053,49.083762351206225,49.05229337683988,49.11014558186797,0.006859805672299893
hm,surface,7404,1.217910489788068,1.380643625156016,1.0840786233173523,-0.6087577952675934,49.083937006661934,49.05248866028413,49.11030146030361,0.006855076450049321
hm,surface,7405,1.217845679898836,1.3805817573775212,1.0840127649498503,-0.6087983833311013,49.08410156672794,49.052674121359345,49.11044699035587,0.006850288215231798
hm,surface,7406,1.2177808493027138,1.380519871598885,1.0839468834367894,-0.6088389966304478,49.084256317243025,49.052850042047744,49.11058246998366,0.006845442763933654
hm,surface,7407,1.2177159981721053,1.380457967951981,1.083880978988658,-0.6088796349241328,49.08440153298744,49.053016680663184,49.11070817936479,0.006840542593934592
hm,surface,7408,1.2176511266683605,1.3803960465637597,1.0838150518072176,-0.608920297983921,49.08453746495658,49.05317428334927,49.11082438374926,0.006835589883795931
hm,surface,7409,1.2175862349476863,1.380334107555147,1.0837491020825907,-0.6089609855956097,49.0846643542451,49.053323080743624,49.110931327780484,0.006830586210548544
hm,surface,7410,1.2175213231582946,1.3802721510411957,1.0836831299985594,-0.6090016975498909,49.08478242526502,49.05346328849574,49.11102924575346,0.006825533706804616
hm,surface,7411,1.2174563914421177,1.3802101771331154,1.0836171357302564,-0.6090424336504051,49.084891889776884,49.05359511291773,49.11111835709235,0.006820433853221284
hm,surface,7412,1.2173914399364958,1.3801481859364582,1.0835511194451075,-0.6090831937072401,49.08499295061283,49.05371874590224,49.11119886819485,0.006815288298559657
hm,surface,7413,1.2173264687704182,1.3800861775537083,1.0834850813038204,-0.609123977542103,49.08508579325925,49.05383437212947,49.11127097428136,0.006810098227137692
hm,surface,7414,1.2172614780712596,1.3800241520815533,1.0834190214614425,-0.6091647849771747,49.085170600962826,49.0539421614994,49.11133486139874,0.006804865488818696
hm,surface,7415,1.2171964679583398,1.3799621096154981,1.083352940066075,-0.6092056158504539,49.08524754028906,49.05404228188973,49.11139070395646,0.006799590798869141
hm,surface,7416,1.2171314385493555,1.3799000502447711,1.083286837262314,-0.6092464699950099,49.08531677548665,49.054134885079996,49.11143867121562,0.006794276171635124
hm,surface,7417,1.2170663899563727,1.3798379740586018,1.0832207131876812,-0.6092873472612147,49.08537845956136,49.05422012402485,49.111478920544656,0.006788922075742892
hm,surface,7418,1.2170013222883935,1.3797758811404712,1.0831545679771906,-0.6093282474942746,49.085432739906175,49.05429813707356,49.111511605932726,0.006783530312717456
hm,surface,7419,1.2169362356508782,1.3797137715731795,1.0830884017592388,-0.6093691705533172,49.08547975728709,49.05436906176909,49.111536870364354,0.006778101477097038
hm,surface,7420,1.2168711301453172,1.3796516454357994,1.0830222146601018,-0.6094101162961161,49.08551964484443,49.054433026603995,49.11155485402788,0.0067726369074630815
hm,surface,7421,1.2168060058710797,1.379589502805234,1.0829560068008734,-0.6094510845876546,49.0855525321087,49.05449015516282,49.11156568876579,0.00676713753600512
hm,surface,7422,1.2167408629236698,1.3795273437565034,1.0828897782989053,-0.6094920752986316,49.085578541235726,49.054540566898986,49.11156950062213,0.006761604099647765
hm,surface,7423,1.2166757013958145,1.3794651683618744,1.0828235292685844,-0.6095330883015333,49.08559778930737,49.054584374802474,49.11156641131937,0.006756037590951688
hm,surface,7424,1.2166105213779512,1.37940297669159,1.0827572598207522,-0.6095741234730826,49.08561038943435,49.05462168731517,49.11155653711456,0.00675043889503895
hm,surface,7425,1.2165453229577619,1.379340768814214,1.0826909700632796,-0.6096151806939996,49.08561644966099,49.05465260928618,49.111539989867836,0.006744808803369271
hm,surface,7426,1.216480106220741,1.3792785447962794,1.0826246601012934,-0.6096562598475316,49.08561607423901,49.054677240955606,49.11151687744867,0.00673914818198141
hm,surface,7427,1.2164148712502154,1.3792163047027115,1.0825583300364756,-0.6096973608217537,49.08560936363708,49.05469567912371,49.11148730239372,0.0067334576737378745
hm,surface,7428,1.216349618126873,1.3791540485968692,1.0824919799685828,-0.6097384835067681,49.08559641347979,49.05470801723611,49.11145136471979,0.006727738022080136
hm,surface,7429,1.2162843469299527,1.3790917765401085,1.082425609994477,-0.6097796277952037,49.08557731715643,49.05471434417467,49.11140916009465,0.006721989996670894
hm,surface,7430,1.216219057736449,1.3790294885927588,1.0823592202084467,-0.6098207935839624,49.08555216404333,49.054714746897474,49.11136078041326,0.0067162141492765675
hm,surface,7431,1.2161537506213653,1.3789671848135305,1.0822928107028702,-0.6098619807715132,49.085521040045435,49.05470930881319,49.1113063150071,0.006710411149720066
hm,surface,7432,1.216088425658253,1.3789048652595641,1.0822263815675086,-0.609903189259176,49.085484028764725,49.0546981098904,49.111245849312525,0.006704581614652491
hm,surface,7433,1.2160230829186556,1.378842529986993,1.0821599328903357,-0.6099444189508522,49.085441210253265,49.05468122817843,49.11117946638458,0.006698726107124608
hm,surface,7434,1.2159577224726938,1.3787801790505019,1.0820934647572353,-0.6099856697524471,49.08539266228668,49.05465873858356,49.11110724631931,0.006692845212779506
hm,surface,7435,1.2158923443889227,1.3787178125036108,1.0820269772520936,-0.6100269415723367,49.085338460029384,49.05463071362659,49.1110292664085,0.006686939468487384
hm,surface,7436,1.215826948734313,1.378655430398777,1.0819604704571564,-0.6100682343208522,49.085278675983254,49.054597223702245,49.11094560176796,0.00668100940609053
hm,surface,7437,1.215761535574583,1.3785930327872264,1.0818939444525455,-0.6101095479107618,49.08521338068436,49.05455833661514,49.110856324461594,0.00667505550335445
hm,surface,7438,1.2156961049739896,1.3785306197192693,1.0818273993170622,-0.6101508822563744,49.085142642245295,49.05451411840458,49.110761504915764,0.006669078254003171
hm,surface,7439,1.2156306569954998,1.3784681912442023,1.0817608351280026,-0.610192237273632,49.08506652670614,49.054464633070346,49.11066121158023,0.006663078159927243
hm,surface,7440,1.2155651917009564,1.3784057474102902,1.0816942519612,-0.6102336128799021,49.084985098375654,49.0544099425212,49.11055551099032,0.006657055744545559
hm,surface,7441,1.2154997565467127,1.3783433269420144,1.0816277059133557,-0.6102749495229037,49.085026054891344,49.054472793497546,49.11057684568178,0.006652120329158475
hm,surface,7442,1.2154343737839393,1.378280948901097,1.0815612221108775,-0.6103162235457841,49.085166406661116,49.05463129082288,49.11070115101498,0.006648022015892515
hm,surface,7443,1.215369033730995,1.3782186057494734,1.0814947886044461,-0.6103574488691123,49.085368455697306,49.05484922094064,49.110889300831694,0.006644427391534725
hm,surface,7444,1.2153037328875511,1.3781562947626496,1.0814284010733544,-0.610398630522331,49.085618914253416,49.055113824114144,49.11112749978457,0.006641217872026052
hm,surface,7445,1.215238469149422,1.378094014302572,1.0813620569215372,-0.6104397715222211,49.08591009880085,49.05541771374426,49.11140778074244,0.006638327055345046
hm,surface,7446,1.2151732410539233,1.3780317632325576,1.0812957543412844,-0.610480873973807,49.0862368801818,49.05575596323974,49.11172481938585,0.006635709404212353
hm,surface,7447,1.2151080474823728,1.3779695406835528,1.0812294919499177,-0.6105219394860848,49.08659547752682,49.05612493930278,49.11207469329587,0.006633331830726187
hm,surface,7448,1.2150428875447665,1.377907345964524,1.0811632686487715,-0.6105629693355561,49.08698299368817,49.05652185709823,49.112454403578475,0.006631169866379728
hm,surface,7449,1.2149777605050176,1.3778451785035373,1.0810970835263545,-0.6106039645816983,49.087397116026274,49.05694448998865,49.112861548335225,0.006629203457272155
hm,surface,7450,1.214912665732459,1.377783037812416,1.0810309358021268,-0.6106449261342178,49.08783592381128,49.05739099645776,49.113294134924736,0.006627415286820732
hm,surface,7451,1.2148476026805788,1.3777209234664696,1.0809648248011792,-0.6106858547740758,49.088297805629956,49.057859822677294,49.11375049715825,0.006625792536232467
hm,surface,7452,1.2147825708695754,1.3776588350935568,1.0808987499298246,-0.6107267511899331,49.088781391520214,49.05834965024267,49.11422921528953,0.006624323616599218
hm,surface,7453,1.214717569870069,1.3775967723611386,1.0808327106562792,-0.6107676159994181,49.08928549006949,49.05885933447335,49.114729053301154,0.00662299806863008
hm,surface,7454,1.214652599293416,1.377534734968207,1.0807667064994713,-0.6108084497603897,49.089809051644544,49.05938786647801,49.115248923315555,0.006621806852393821
hm,surface,7455,1.214587658785339,1.3774727226403651,1.0807007370208193,-0.6108492529809165,49.09035114475675,49.05993435056305,49.11578785996745,0.006620741994886848
hm,surface,7456,1.2145227480218108,1.377410735125873,1.0806348018200236,-0.610890026121849,49.0909109408271,49.06049798621982,49.11634500723743,0.0066197971692984765
hm,surface,7457,1.2144578667038959,1.3773487721931514,1.0805689005273384,-0.6109307696101668,49.09148769505732,49.06107805672206,49.11691959435592,0.006618966196365834
hm,surface,7458,1.2143930145535742,1.377286833627624,1.080503032798865,-0.6109714838442571,49.092080731155114,49.06167391480793,49.117510921354395,0.006618243033744966
hm,surface,7459,1.2143281913121013,1.377224919228177,1.0804371983134011,-0.6110121691939224,49.09268943547839,49.06228496672104,49.118118349629746,0.006617622551109574
hm,surface,7460,1.214263396735919,1.3771630288062358,1.0803713967700885,-0.611052826005374,49.09331324228892,49.06291066832891,49.118741294976985,0.0066171001689936185
hm,surface,7461,1.2141986305959964,1.3771011621844136,1.0803056278855625,-0.6110934546046376,49.093951631737966,49.06355051930702,49.11937921917149,0.006616671551060931
hm,surface,7462,1.2141338926761451,1.3770393191951558,1.0802398913936204,-0.6111340552962861,49.094604123944414,49.064204057256404,49.12003162904496,0.0066163331936134
hm,surface,7463,1.214069182772634,1.3769774996807558,1.080174187040907,-0.6111746283725433,49.09527027762756,49.06487085778193,49.12069806382672,0.006616080916488211
hm,surface,7464,1.2140045006919797,1.376915703490297,1.080108514588944,-0.6112151741039132,49.095949682440114,49.06555052137567,49.12137810116349,0.006615912133394802
hm,surface,7465,1.2139398462487512,1.3768539304815808,1.0800428738091834,-0.6112556927544356,49.0966419514472,49.06624268174462,49.12207134268448,0.006615823156636252
hm,surface,7466,1.2138752192676643,1.3767921805178096,1.0799772644831642,-0.6112961845734749,49.09734672843638,49.066946991622444,49.12277741473228,0.006615810962923967
hm,surface,7467,1.2138106195797638,1.3767304534679154,1.0799116864033962,-0.6113366497964929,49.0980636748261,49.06766312441495,49.12349597084559,0.006615873296616651
hm,surface,7468,1.2137460470232473,1.3766687492073295,1.0798461393700918,-0.6113770886529457,49.09879247275877,49.0683907773402,49.124226682593786,0.0066160072105641825
hm,surface,7469,1.2136815014435332,1.3766070676154687,1.079780623190972,-0.6114175013614697,49.09953282519391,49.06912966111187,49.12496923922344,0.006616210246713505
hm,surface,7470,1.213616982691199,1.3765454085766813,1.0797151376837792,-0.611457888127686,49.100284449211735,49.06987950391008,49.12572335444692,0.006616480772007415
hm,surface,7471,1.213552490623689,1.3764837719801175,1.0796496826700772,-0.6114982491558449,49.1010470815741,49.07064005079089,49.12648874955906,0.006616816046173181
hm,surface,7472,1.2134880251021922,1.3764221577183757,1.07958425798109,-0.6115385846355755,49.101820468607,49.07141105829612,49.127265169355475,0.006617214749605071
hm,surface,7473,1.213423585994112,1.376360565688274,1.079518863450627,-0.6115788947568047,49.102604374232776,49.072192297532155,49.1280523629603,0.006617674344540817
hm,surface,7474,1.2133591731697755,1.376298995789565,1.0794534989209013,-0.6116191796967785,49.10339856935217,49.07298354909845,49.12885009957713,0.006618193545352601
hm,surface,7475,1.2132947865049055,1.3762374479255004,1.0793881642367105,-0.6116594396319648,49.10420283986808,49.07378460530379,49.129658152930276,0.0066187702101843686
hm,surface,7476,1.2132304258780158,1.3761759220020502,1.0793228592498214,-0.6116996747287227,49.10501697835494,49.074595267192315,49.1304763129285,0.006619403077654089
hm,surface,7477,1.213166091172216,1.3761144179281604,1.0792575838147906,-0.6117398851515319,49.105840789845246,49.07541534548444,49.131304374748964,0.006620090360415478
hm,surface,7478,1.2131017822731045,1.3760529356154023,1.0791923377914694,-0.6117800710581698,49.10667408525268,49.076244659335615,49.13214214534389,0.006620830665042207
hm,surface,7479,1.2130374990702593,1.3759914749775723,1.079127121043701,-0.6118202326008162,49.107516686012026,49.0770830347564,49.132989440138616,0.006621622786548138
