parameter,location,time_s,C_base,C_minus20,C_plus20,C_secant_elasticity,T_base,T_minus20,T_plus20,T_rise_secant_elasticity_blank_if_rise_lt_0.05K
hm,surface,7747,1.1957874951120413,1.3594906660551156,1.0616326455722518,-0.622723564388327,49.23744147311218,49.209060465540844,49.261155388293126,0.006132438648299181
hm,surface,7748,1.1957238571014608,1.3594296854212995,1.0615682132036603,-0.6227639233938206,49.23802246345142,49.20964826553528,49.26173015490247,0.006130736684267833
hm,surface,7749,1.195660190491659,1.3593686804865972,1.0615037481707155,-0.622804319079568,49.23857481908465,49.21020840069859,49.2622753795982,0.006128822124734052
hm,surface,7750,1.1955964957760923,1.3593076516328844,1.0614392510852881,-0.6228447507163406,49.23910063701319,49.21074288880377,49.26279323588254,0.006126712704122355
hm,surface,7751,1.195532773389605,1.3592465991965557,1.0613747224866443,-0.6228852176619495,49.239601671404486,49.211253417571214,49.263285541877785,0.006124423272097341
hm,surface,7752,1.1954690237216103,1.3591855234785168,1.0613101628582802,-0.6229257193401004,49.24007941933758,49.21174142510463,49.26375385222109,0.006121967118106974
hm,surface,7753,1.1954052471261658,1.3591244247522154,1.06124557263931,-0.6229662552281456,49.24053518506844,49.21220816336266,49.264199518734344,0.00611935562342044
hm,surface,7754,1.195341443927759,1.359063303268384,1.0611809522322786,-0.6230068248476712,49.24097011546387,49.21265473439547,49.26462373068219,0.0061165987245661475
hm,surface,7755,1.1952776144256587,1.3590021592585297,1.0611163020078758,-0.6230474277596814,49.24138522610768,49.21308211614512,49.265027538436094,0.006113704654620564
hm,surface,7756,1.1952137588969276,1.3589409929367555,1.0610516223096866,-0.6230880635569184,49.24178141947916,49.21349117599518,49.265411877507624,0.006110681172063949
hm,surface,7757,1.1951498776000111,1.3588798045030193,1.060986913458694,-0.6231287318594009,49.24215950626461,49.21388269481362,49.26577759091183,0.006107535357093399
hm,surface,7758,1.1950859707779646,1.358818594145163,1.0609221757558758,-0.6231694323115634,49.242520224247656,49.2142573815956,49.26612544165269,0.006104273352401372
hm,surface,7759,1.195022038659915,1.358757362040316,1.0608574094851089,-0.6232101645783639,49.242864246282856,49.21461588318789,49.2664561265441,0.006100900843124457
hm,surface,7760,1.1949580814624492,1.3586961083558915,1.0607926149149625,-0.6232509283429003,49.243192187796275,49.214958791047344,49.266770284159,0.006097423194879066
hm,surface,7761,1.1948940993912318,1.3586348332509195,1.0607277922993485,-0.6232917233070006,49.2435046156249,49.2152866502709,49.26706849778831,0.006093844736819543
hm,surface,7762,1.1948300926409172,1.358573536876162,1.060662941880415,-0.6233325491854644,49.24380204753505,49.21559996025395,49.26735130863944,0.006090170237617483
hm,surface,7763,1.1947660613974846,1.3585122193760149,1.0605980638876653,-0.6233734057106702,49.24408496481554,49.21589918740708,49.26761921170771,0.006086402919481743
hm,surface,7764,1.194702005839329,1.3584508808875972,1.0605331585415936,-0.6234142926225017,49.244353817937544,49.21618475896442,49.26787267215647,0.006082547112872444
hm,surface,7765,1.1946379261364106,1.358389521543035,1.0604682260535807,-0.6234552096737885,49.24460902187442,49.21645707810601,49.26811212433558,0.006078606362722815
hm,surface,7766,1.1945738224526263,1.3583281414693393,1.060403266625707,-0.6234961566292132,49.24485096854465,49.21671652270068,49.26833797097835,0.006074583478380603
hm,surface,7767,1.1945096949455782,1.358266740788035,1.060338280452764,-0.6235371332604479,49.24508002511072,49.216963443012304,49.26855059169158,0.006070481803116422
hm,surface,7768,1.194445543766746,1.3582053196166712,1.0602732677226008,-0.623578139348501,49.24529653495339,49.217198171050285,49.26875034410485,0.006066304248772429
hm,surface,7769,1.1943813690621912,1.3581438780689103,1.0602082286148813,-0.6236191746861458,49.24550082108946,49.21742102082329,49.26893755892514,0.006062052683021758
hm,surface,7770,1.1943171709730365,1.3580824162533582,1.0601431633045935,-0.6236602390678748,49.245693188413846,49.2176322815002,49.26911255407735,0.006057730397474866
hm,surface,7771,1.194252949635319,1.358020934276458,1.060078071959493,-0.6237013323013891,49.245873923011104,49.217832234504506,49.26927562431614,0.006053338873944046
hm,surface,7772,1.194188705181557,1.3579594322397641,1.0600129547431545,-0.6237424541946905,49.24604329949122,49.2180211373955,49.26942705345303,0.006048881117873461
hm,surface,7773,1.194124437739138,1.3578979102432613,1.059947811813394,-0.623783604567173,49.246201573423626,49.2181992432923,49.269567107860425,0.006044358610480165
hm,surface,7774,1.1940601474329529,1.3578363683826338,1.0598826433235398,-0.623824783239875,49.24634899341067,49.21836678491952,49.26969604157357,0.006039773783011988
hm,surface,7775,1.1939958343829649,1.35777480675202,1.0598174494224994,-0.623865990042376,49.24648579000959,49.21852399038199,49.26981409623167,0.0060351281567936075
hm,surface,7776,1.1939314987068745,1.3577132254419297,1.0597522302549753,-0.623907224806596,49.246612187566946,49.218671071339436,49.26992150201826,0.006030423841973488
hm,surface,7777,1.1938671405185872,1.3576516245412544,1.0596869859612983,-0.6239484873721531,49.246728397470484,49.218808234069755,49.2700184768381,0.006025662140817587
hm,surface,7778,1.1938027599289398,1.3575900041360605,1.0596217166783952,-0.6239897775814356,49.24683462117987,49.21893567289197,49.27010523006482,0.006020844761722743
hm,surface,7779,1.193738357046153,1.3575283643102252,1.0595564225395016,-0.6240310952812987,49.24693105237959,49.219053573500425,49.27018196122053,0.006015973270923164
hm,surface,7780,1.1936739319755816,1.3574667051457103,1.0594911036746044,-0.6240724403228431,49.247017875581356,49.21916211456759,49.2702488616819,0.006011049105039837
hm,surface,7781,1.1936094848202083,1.35740502672238,1.0594257602104726,-0.6241138125607129,49.24709526848927,49.219261466498345,49.27030611470364,0.006006073719756133
hm,surface,7782,1.1935450156804286,1.3573433291183767,1.0593603922706643,-0.6241552118539812,49.24716340082944,49.219351793649466,49.27035389532464,0.006001048317958363
hm,surface,7783,1.1934805246542952,1.3572816124099227,1.0592949999761183,-0.6241966380643695,49.247222435416965,49.21943325303304,49.2703923726067,0.005995974265407763
hm,surface,7784,1.193416011837787,1.3572198766715429,1.0592295834446461,-0.6242380910576398,49.247272529327404,49.21950599554144,49.27042170753138,0.005990852698818836
hm,surface,7785,1.1933514773245097,1.3571581219762376,1.0591641427917249,-0.624279570702452,49.24731383240589,49.21957016686308,49.2704420560213,0.005985684774024801
hm,surface,7786,1.19328692120628,1.3570963483952465,1.059098678130055,-0.6243210768704919,49.24734648991197,49.21962590604183,49.27045356711124,0.005980471619543759
hm,surface,7787,1.1932223435727725,1.3570345559985093,1.0590331895700877,-0.6243626094365182,49.24737064078169,49.21967334806136,49.2704563849075,0.005975214263531322
hm,surface,7788,1.1931577445119428,1.3569727448543851,1.0589676772198833,-0.6244041682778496,49.247386419514505,49.21971262214109,49.27045064796719,0.005969913760722527
hm,surface,7789,1.1930931241099012,1.3569109150299523,1.0589021411853097,-0.6244457532746448,49.24739395551663,49.2197438533969,49.27043648996483,0.005964571075641116
hm,surface,7790,1.1930284824510684,1.3568490665909496,1.0588365815700946,-0.6244873643095898,49.24739337373139,49.21976716242346,49.27041403983216,0.005959187148024281
hm,surface,7791,1.1929638196182257,1.3567871996018406,1.058770998475843,-0.6245290012679704,49.24738479481003,49.219782665604505,49.27038342175775,0.0059537628562179755
hm,surface,7792,1.1928991356924885,1.3567253141259181,1.0587053920024783,-0.6245706640369821,49.24736833493595,49.21979047562857,49.27034475672158,0.005948299137108058
hm,surface,7793,1.1928344307536942,1.3566634102251771,1.0586397622480184,-0.6246123525057289,49.247344107449834,49.21979070075562,49.2702981616335,0.005942796970583741
hm,surface,7794,1.1927697048802446,1.3566014879607058,1.0585741093080978,-0.6246540665671296,49.247312222114296,49.219783446854585,49.270243747548776,0.005937256930040226
hm,surface,7795,1.1927049581486016,1.356539547392512,1.0585084332773629,-0.6246958061148948,49.247272782900765,49.2197688164326,49.27018162464435,0.0059316798827381825
hm,surface,7796,1.1926401906345263,1.356477588579319,1.058442734248659,-0.6247375710441532,49.24722589325299,49.21974690751632,49.270111899232546,0.00592606676858254
hm,surface,7797,1.192575402412365,1.3564156115789923,1.0583770123127005,-0.6247793612534129,49.247171652973826,49.21971781585321,49.27003467254657,0.005920418199087843
hm,surface,7798,1.1925105935550613,1.356353616448594,1.058311267558976,-0.6248211766427729,49.24711015824178,49.21968163516376,49.26995004390549,0.005914734800091172
hm,surface,7799,1.1924457641342172,1.356291603244226,1.0582455000756321,-0.6248630171138059,49.247041501817314,49.219638456263105,49.269858110245806,0.0059090172599330715
hm,surface,7800,1.1923809142204596,1.3562295720208606,1.0581797099492816,-0.6249048825694147,49.246965774550915,49.219588366132214,49.269758965400094,0.005903266353444742
hm,surface,7801,1.1923160983543106,1.3561675676415155,1.0581139611829482,-0.624946704296693,49.24706434545237,49.21970553602409,49.2698408732431,0.005899089917066793
hm,surface,7802,1.1922513483912156,1.3561056173837913,1.0580482897634598,-0.6249884473238806,49.24730453753022,49.21995887735934,49.27006959114982,0.005896125988824592
hm,surface,7803,1.1921866547760709,1.3560437138230357,1.0579826838773543,-0.625030125843982,49.247632831730705,49.22029702902212,49.27038953685779,0.005893892772947463
hm,surface,7804,1.1921220139228088,1.3559818541743067,1.0579171390905735,-0.6250717451792506,49.24803030885241,49.220701839913495,49.27078106290989,0.005892219451457903
hm,surface,7805,1.1920574236472248,1.3559200367421955,1.057851652693482,-0.6251133085869764,49.24848610086444,49.221162876133505,49.271232850049905,0.005891004855442806
hm,surface,7806,1.1919928823920545,1.3558582603194185,1.057786222763946,-0.6251548183687781,49.24899287561184,49.221673100517975,49.27173731557416,0.005890186813705646
hm,surface,7807,1.1919283889614254,1.3557965239788432,1.0577208478176852,-0.6251962763066732,49.24954529377022,49.22222738287231,49.272288902545405,0.005889716577578958
hm,surface,7808,1.1918639423878603,1.3557348269715417,1.0576555266561551,-0.6252376838378767,49.25013924500791,49.222821778285564,49.272883346719205,0.005889557693769164
hm,surface,7809,1.1917995418564187,1.3556731686665324,1.0575902582715204,-0.625279042167402,49.25077141739905,49.223453105029655,49.273517221929986,0.00588968229870237
hm,surface,7810,1.1917351866690054,1.3556115485233844,1.057525041795786,-0.6253203523359369,49.251439099477786,49.224118757023504,49.27418770251342,0.005890065286349144
hm,surface,7811,1.191670876214045,1.355549966069125,1.057459876471652,-0.6253616152483924,49.25214001261731,49.22481654642163,49.27489242882623,0.005890687052559055
hm,surface,7812,1.1916066099463012,1.3554884208817968,1.057394761623932,-0.6254028317099088,49.25287220139556,49.22554459313875,49.27562937626836,0.00589153111341863
hm,surface,7813,1.191542387373884,1.3554269125811944,1.0573296966432861,-0.6254440024473314,49.253633964914016,49.22630126434056,49.27639678273803,0.005892582708463932
hm,surface,7814,1.191478208050895,1.3553654408220344,1.0572646809756585,-0.6254851281208708,49.25442381842553,49.227085130292075,49.277193102739005,0.005893828606575998
hm,surface,7815,1.1914140715686978,1.3553040052882326,1.0571997141143583,-0.6255262093332707,49.255240447769545,49.22789492754148,49.27801697285735,0.0058952573882942545
hm,surface,7816,1.191349977549299,1.355242605687563,1.057134795591761,-0.6255672466394665,49.25608267539447,49.22872952495314,49.278867176019396,0.005896859246353076
hm,surface,7817,1.1912859256411739,1.3551812417481792,1.0570699249727697,-0.6256082405551798,49.256949439592574,49.22958790211733,49.27974261378256,0.0058986252716737774
hm,surface,7818,1.1912219155158448,1.355119913216099,1.0570051018507567,-0.6256491915619414,49.25783977783966,49.23046913415876,49.28064228970601,0.005900547288858594
hm,surface,7819,1.1911579468659048,1.355058619852861,1.0569403258439938,-0.6256901001106865,49.25875281716056,49.231372377676394,49.28156529505897,0.005902617831613511
hm,surface,7820,1.1910940194016446,1.354997361434618,1.056875596594297,-0.6257309666244583,49.25968775773217,49.23229686530446,49.28251080335556,0.005904830144181104
hm,surface,7821,1.1910301328493254,1.3549361377497828,1.0568109137628199,-0.6257717915031922,49.26064386471499,49.233241891685644,49.283478053417774,0.005907177841342776
hm,surface,7822,1.1909662869495983,1.3548749485971467,1.0567462770278733,-0.6258125751251644,49.26162046076857,49.2342068024141,49.28446634086428,0.005909655209831616
hm,surface,7823,1.1909024814550928,1.35481379378522,1.056681686084576,-0.6258533178476002,49.262616914816554,49.23519099049548,49.28547501688071,0.0059122574830133045
hm,surface,7824,1.1908387161301621,1.354752673131792,1.056617140641389,-0.625894020013152,49.26363264124679,49.23619389386512,49.2865034746962,0.005914979542757725
hm,surface,7825,1.1907749907491136,1.3546915864622964,1.056552640419576,-0.6259346819485222,49.26466709189321,49.237214986174244,49.28755114797568,0.005917816816025092
hm,surface,7826,1.1907113050974039,1.354630533609596,1.056488185153171,-0.6259753039634489,49.26571976136696,49.23825377578278,49.28861751072178,0.005920765380169786
hm,surface,7827,1.1906476589676958,1.3545695144136454,1.0564237745865581,-0.6260158863571419,49.266790169488324,49.23930980384561,49.28970206811932,0.005923821116410081
hm,surface,7828,1.1905840521617108,1.3545085287207248,1.0563594084741605,-0.6260564294163504,49.26787786965842,49.24038264011616,49.290804355648184,0.005926980096584809
hm,surface,7829,1.190520484488108,1.3544475763818609,1.0562950865794534,-0.6260969334152303,49.26898243942702,49.24147187443069,49.29192393539124,0.005930239152747082
hm,surface,7830,1.1904569557617368,1.3543866572546033,1.05623080867449,-0.6261373986204576,49.27010347753113,49.2425771264064,49.29306039448882,0.005933594556291769
hm,surface,7831,1.1903934658049802,1.3543257712001515,1.056166574539376,-0.6261778252855899,49.27124060961542,49.24369803001695,49.294213343345405,0.00593704361860526
hm,surface,7832,1.1903300144448767,1.3542649180850224,1.0561023839613308,-0.6262182136580476,49.272393476128165,49.24483424265194,49.295382412212554,0.005940583227898007
hm,surface,7833,1.1902666015148426,1.3542040977793852,1.0560382367346868,-0.6262585639747119,49.27356173964502,49.24598543635875,49.29656725145848,0.00594421090821176
hm,surface,7834,1.1902032268531515,1.3541433101579357,1.0559741326600325,-0.6262988764663541,49.27474507849279,49.247151302518056,49.297767528456895,0.005947923906031694
hm,surface,7835,1.1901398903028786,1.354082555098723,1.055910071543967,-0.6263391513557158,49.2759431866432,49.24833154567118,49.29898292687074,0.005951719831551694
hm,surface,7836,1.1900765917114693,1.3540218324834075,1.055846053198959,-0.6263793888585707,49.27715577192387,49.24952588510472,49.30021314627307,0.005955596428358182
hm,surface,7837,1.1900133309307548,1.353961142196676,1.0557820774422124,-0.6264195891848672,49.27838255620056,49.250734051698196,49.30145789809434,0.005959551467572034
hm,surface,7838,1.1899501078164691,1.3539004841265703,1.055718144096188,-0.6264597525385747,49.27962327340747,49.251955789858535,49.3027169077213,0.005963582767721904
hm,surface,7839,1.1898869222281707,1.3538398581637683,1.055654252988243,-0.6264998791169708,49.28087766933168,49.253190853738054,49.30398991330825,0.005967688499450739
hm,surface,7840,1.1898237740290123,1.353779264201895,1.0555904039493647,-0.6265399691140721,49.2821455007312,49.25443900903216,49.30527666123261,0.005971866440663022
hm,surface,7841,1.1897606630854993,1.3537187021370782,1.055526596815967,-0.6265800227160525,49.28342653439281,49.255700030680195,49.30657691287312,0.005976115043166286
hm,surface,7842,1.1896975892673778,1.3536581718679552,1.0554628314273435,-0.6266200401066669,49.284720546770906,49.25697370301214,49.30789043537747,0.005980432330958494
hm,surface,7843,1.1896345524474004,1.3535976732954944,1.0553991076270763,-0.6266600214640347,49.286027323078606,49.25825981889983,49.30921700693881,0.005984816620024023
hm,surface,7844,1.1895715525012072,1.3535372063228754,1.055335425262545,-0.6266999669614823,49.287346656884516,49.259558179195885,49.31055641512433,0.005989266387968689
hm,surface,7845,1.1895085893072692,1.3534767708553874,1.0552717841841068,-0.626739876769081,49.28867834994284,49.260868592297875,49.31190845405434,0.0059937799939329866
hm,surface,7846,1.1894456627465937,1.353416366800385,1.0552081842458536,-0.6267797510521153,49.2900222110597,49.262190873983386,49.31327292710805,0.005998356016055552
hm,surface,7847,1.189382772702453,1.3533559940671072,1.055144625304611,-0.6268195899729485,49.291378055050224,49.26352484655352,49.31464964361458,0.006002992963732836
hm,surface,7848,1.1893199190609154,1.3532956525664361,1.0550811072203476,-0.6268593936893743,49.292745704990104,49.26487033766892,49.31603842026788,0.006007689579809719
hm,surface,7849,1.189257101710132,1.3532353422112506,1.0550176298558869,-0.626899162356339,49.29412498936067,49.266227182208475,49.317439080219216,0.006012444516542593
hm,surface,7850,1.1891943205400999,1.3531750629161114,1.054954193076578,-0.6269388961260964,49.29551574114363,49.26759522073837,49.318851452062404,0.006017256396496144
hm,surface,7851,1.1891315754434808,1.353114814596828,1.0548907967508365,-0.6269785951457268,49.296917801237335,49.268974297371294,49.32027537171186,0.006022124283353324
hm,surface,7852,1.1890688663146995,1.3530545971710728,1.0548274407489728,-0.6270182595613663,49.29833101484292,49.270364262937434,49.321710678493446,0.006027046851726069
hm,surface,7853,1.1890061930498461,1.35299441055809,1.0547641249437267,-0.6270578895165198,49.29975523113734,49.27176497356479,49.323157217032524,0.006032022775618887
hm,surface,7854,1.1889435555473147,1.35293425467816,1.0547008492109162,-0.6270974851492337,49.301190305875224,49.27317628805329,49.324614839509614,0.0060370513006183955
hm,surface,7855,1.1888809537070768,1.3528741294531896,1.05463761342766,-0.6271370465974568,49.302636098568414,49.27459807086092,49.32608339971784,0.006042131196662071
hm,surface,7856,1.1888183874306857,1.3528140348065028,1.0545744174733473,-0.6271765739965566,49.3040924725532,49.276030191110706,49.32756275640632,0.006047261267055571
hm,surface,7857,1.1887558566215957,1.3527539706624203,1.054511261230074,-0.62721606747735,49.30555929622843,49.27747252059494,49.32905277471534,0.0060524407507027205
hm,surface,7858,1.1886933611847026,1.3526939369466053,1.0544481445812839,-0.6272555271699274,49.307036441384604,49.27892493547105,49.33055332180973,0.006057668611107246
hm,surface,7859,1.188630901026362,1.3526339335859692,1.0543850674123771,-0.6272949532021659,49.3085237832974,49.28038731583409,49.33206426890878,0.006062943824761414
hm,surface,7860,1.1885684760544575,1.352573960508447,1.0543220296107072,-0.6273343456992263,49.310021200995934,49.28185954472014,49.33358549129274,0.0060682654987431715
hm,surface,7861,1.1885060525026296,1.3525139892934397,1.054258992416684,-0.6273737442243603,49.31135831519887,49.283178028066935,49.3349401067718,0.006072123364838822
hm,surface,7862,1.188443599214355,1.3524539933133082,1.0541959205811051,-0.6274131833630403,49.31256578383965,49.28437193206382,49.33616024353372,0.006074856494890874
hm,surface,7863,1.188381119191872,1.35239397488502,1.0541328178373213,-0.6274526585598305,49.31369384720024,49.28548946007314,49.33729809760551,0.006076919128119632
hm,surface,7864,1.1883186137900414,1.352333935051916,1.054069685873913,-0.6274921677501846,49.314760234799344,49.28654761679244,49.338372093534886,0.006078472871798427
hm,surface,7865,1.1882560839026763,1.3522738745015992,1.0540065258057953,-0.627531709570934,49.315775126332575,49.28755617951554,49.33939280022696,0.00607960775578167
hm,surface,7866,1.18819353020429,1.3522137937517187,1.053943338475483,-0.6275712829898867,49.31674537382066,49.28852171753619,49.34036733666761,0.00608038636084337
hm,surface,7867,1.1881309532380058,1.352153693219271,1.053880124561379,-0.6276108871774804,49.31767596645085,49.28944902559822,49.341300880760365,0.006080852251875881
hm,surface,7868,1.1880683534595493,1.3520935732538029,1.0538168846329212,-0.6276505214374376,49.31857073298929,49.29034178020882,49.34219740636645,0.006081039250603759
hm,surface,7869,1.1880057312642827,1.3520334341581564,1.0537536191843377,-0.627690185165158,49.319432755156136,49.291202935319234,49.34306011368479,0.006080975390048438
hm,surface,7870,1.187943087000285,1.3519732761995158,1.0536903286503434,-0.6277298778310515,49.32026455431856,49.29203491901101,49.34389161557251,0.0060806816478969185
hm,surface,7871,1.1878804209788907,1.351913099616471,1.0536270134203813,-0.6277695989598905,49.32106824006928,49.29283975659215,49.34469410565579,0.006080177184343373
hm,surface,7872,1.1878177334830884,1.3518529046257006,1.0535636738476863,-0.6278093481213823,49.32184562421719,49.293619184346134,49.34546945993695,0.006079477886745971
hm,surface,7873,1.1877550247718887,1.351792691425846,1.0535003102560287,-0.6278491249218353,49.322598275397525,49.2943747109413,49.34621930809313,0.0060785975145034345
hm,surface,7874,1.1876922950841282,1.3517324602002072,1.0534369229434233,-0.6278889290000291,49.32332756585668,49.295107657810554,49.346945070752874,0.00607754732255326
hm,surface,7875,1.1876295446412468,1.3516722111186212,1.053373512186289,-0.6279287600209558,49.324034704978516,49.29581918765016,49.34764800169205,0.006076337658298533
hm,surface,7876,1.1875667736501216,1.351611944339618,1.0533100782429063,-0.6279686176715918,49.32472077270354,49.2965103361648,49.348329221681624,0.006074978198911928
hm,surface,7877,1.1875039823050137,1.3515516600122008,1.0532466213556975,-0.628008501658824,49.32538674131682,49.29718203749734,49.34898973933169,0.00607347740779471
hm,surface,7878,1.1874411707889712,1.35149135827687,1.0531831417530453,-0.6280484117070402,49.32603349020704,49.297835137642224,49.34963046685591,0.006071842806290488
hm,surface,7879,1.1873783392753108,1.3514310392665718,1.0531196396505766,-0.6280883475566489,49.326661821064036,49.2984704063717,49.35025223114267,0.0060700808693634435
hm,surface,7880,1.1873154879277064,1.351370703107164,1.0530561152528632,-0.6281283089614355,49.32727245879955,49.29908854322944,49.35085578840688,0.006068198040495972
hm,surface,7881,1.1872526169021114,1.351310349918572,1.052992568753803,-0.6281682956891832,49.32786607116283,49.299690192267036,49.35144182714223,0.006066199344852438
hm,surface,7882,1.1871897263474316,1.3512499798149076,1.0529290003387897,-0.6282083075170036,49.32844327519143,49.30027594322309,49.35201098633964,0.006064090384965841
hm,surface,7883,1.1871268164059303,1.35118959290545,1.0528654101850445,-0.6282483442324908,49.329004640689746,49.30084634370254,49.35256385739639,0.006061876135934331
hm,surface,7884,1.1870638872137727,1.35112918929506,1.0528017984622589,-0.6282884056329583,49.32955069544103,49.301401903629134,49.3531009887364,0.0060595609637380254
hm,surface,7885,1.1870009389018636,1.3510687690843932,1.0527381653331562,-0.6283284915242635,49.33008193254816,49.30194309721969,49.353622890065616,0.00605714889063136
hm,surface,7886,1.186937971596143,1.3510083323701347,1.0526745109537767,-0.6283686017205505,49.330598812721405,49.302470365748135,49.35413003442821,0.0060546435116093
hm,surface,7887,1.1868749854172504,1.3509478792453704,1.052610835474955,-0.6284087360420985,49.33110176151253,49.30298412150848,49.35462286879609,0.006052048771899711
hm,surface,7888,1.186811980481994,1.350887409800076,1.0525471390410073,-0.6284488943183428,49.33159118195436,49.303484752982264,49.35510180454237,0.006049367241269538
hm,surface,7889,1.1867489569030587,1.3508269241206556,1.0524834217922867,-0.6284890763816773,49.33206745179263,49.3039726199037,49.35556723565055,0.006046602827344297
hm,surface,7890,1.186685914789177,1.3507664222913884,1.0524196838639348,-0.6285292820730433,49.33253092504061,49.30444806843897,49.35601952944692,0.00604375791006236
hm,surface,7891,1.186622854246168,1.3507059043932108,1.0523559253867796,-0.6285695112369244,49.33298194019855,49.30491141829106,49.35645903304017,0.006040835605355663
hm,surface,7892,1.1865597753759023,1.3506453705051533,1.0522921464878456,-0.6286097637238489,49.33342081188816,49.305362977461506,49.35688607615562,0.006037838369714301
hm,surface,7893,1.1864966782778257,1.3505848207035276,1.0522283472899934,-0.6286500393886314,49.333847842734386,49.305803033743075,49.35730096895389,0.006034768738209243
hm,surface,7894,1.186433563048061,1.3505242550627552,1.0521645279124512,-0.628690338091476,49.334263316273,49.30623186291481,49.35770400520373,0.006031628737991307
hm,surface,7895,1.1863704297801405,1.3504636736548892,1.0521006884711905,-0.6287306596957908,49.33466750258983,49.30664972388041,49.35809546479939,0.006028420751428837
hm,surface,7896,1.1863072785650717,1.350403076550206,1.0520368290789277,-0.6287710040693983,49.33506065868372,49.307056864539916,49.35847561342634,0.006025146788778678
hm,surface,7897,1.1862441094914762,1.3503424638170882,1.0519729498454538,-0.6288113710835215,49.33544302943189,49.30745352030548,49.35884470479887,0.006021808924063211
hm,surface,7898,1.1861809226456939,1.3502818355222506,1.0519090508775086,-0.6288517606134699,49.33581484832333,49.30783991635717,49.359202979491776,0.0060184088936548474
hm,surface,7899,1.1861177181118374,1.3502211917307045,1.0518451322793232,-0.628892172537397,49.336176337685814,49.3082162671074,49.35955066850138,0.006014948576248495
hm,surface,7900,1.1860544959720605,1.3501605325059023,1.0517811941523239,-0.6289326067370838,49.33652771072006,49.30858277749003,49.35988799098857,0.006011429576795673
hm,surface,7901,1.1859912563064328,1.3500998579098396,1.0517172365956517,-0.6289730630971292,49.33686917028405,49.30893964387758,49.360215157680486,0.006007853517975125
hm,surface,7902,1.1859279991932716,1.3500391680030188,1.0516532597059771,-0.629013541505089,49.33720091145743,49.309287053519164,49.360532369364954,0.006004221928926135
hm,surface,7903,1.1858647247090288,1.349978462844665,1.0515892635778437,-0.6290540418512658,49.337523120417,49.309625186608926,49.36083981908608,0.0060005362604797574
hm,surface,7904,1.1858014329285378,1.3499177424926443,1.0515252483036022,-0.6290945640285475,49.33783597630554,49.30995421529558,49.361137691523524,0.005996797927959631
hm,surface,7905,1.185738123924964,1.3498570070036497,1.0514612139736452,-0.6291351079323304,49.338139650694195,49.310274305414396,49.36142616437453,0.00599300827034237
hm,surface,7906,1.18567479776998,1.3497962564331543,1.0513971606762877,-0.6291756734605818,49.338434308794035,49.310585615901516,49.36170540748707,0.005989168516980712
hm,surface,7907,1.1856114545336738,1.3497354908355506,1.0513330884982328,-0.6292162605132002,49.33872010868506,49.31088830002412,49.361975585643556,0.00598527996984285
hm,surface,7908,1.1855480942849104,1.349674710264055,1.0512689975243834,-0.6292568689920199,49.338997203886436,49.31118250439782,49.36223685727707,0.005981343967507263
hm,surface,7909,1.1854847170911813,1.3496139147710027,1.0512048878376,-0.6292974988020252,49.339265742148854,49.31146837161603,49.36248937285106,0.005977361387633518
hm,surface,7910,1.1854213230183883,1.3495531044077504,1.0511407595195994,-0.6293381498493638,49.339525863745955,49.31174603926294,49.362733280334766,0.0059733334045680535
hm,surface,7911,1.1853579121315865,1.3494922792244282,1.0510766126504234,-0.6293788220415524,49.33977770688061,49.31201563755257,49.36296872178881,0.005969261364401658
hm,surface,7912,1.185294484494562,1.349431439270585,1.0510124473081943,-0.6294195152895774,49.340021404470775,49.31227729517273,49.36319583180521,0.005965145918482126
hm,surface,7913,1.1852310401695725,1.3493705845948496,1.0509482635701022,-0.6294602295052358,49.34025708216535,49.31253113607667,49.36341474340201,0.005960988090422771
hm,surface,7914,1.1851675792182017,1.349309715244747,1.0508840615118038,-0.6295009646015637,49.34048486449399,49.31277727776254,49.363625584290524,0.005956789038634101
hm,surface,7915,1.1851041017008745,1.3492488312672062,1.0508198412073235,-0.6295417204943727,49.340704871232795,49.31301583578528,49.36382847627204,0.005952549458108144
hm,surface,7916,1.185040607676703,1.3491879327083935,1.0507556027297362,-0.6295824971005427,49.34091721634091,49.31324692216269,49.36402353908989,0.005948270218714128
hm,surface,7917,1.1849770972041054,1.349127019613561,1.050691346150774,-0.6296232943382007,49.3411220121383,49.31347064401597,49.36421088811354,0.005943952251984265
hm,surface,7918,1.1849135703404756,1.349066092027281,1.05062707154081,-0.6296641121274292,49.341319366972215,49.313687105522426,49.36439063427389,0.005939596315438121
hm,surface,7919,1.1848500271422016,1.3490051499934932,1.0505627789692515,-0.6297049503895222,49.341509385351124,49.31389640826008,49.364562886046365,0.005935203184488003
hm,surface,7920,1.1847864676648032,1.3489441935554214,1.0504984685043592,-0.6297458090471236,49.341692168762954,49.31409865045316,49.36472774847338,0.00593077362608582
hm,surface,7921,1.1847228909555367,1.3488832221525209,1.0504341387281666,-0.629786690420999,49.34188464411179,49.31431008276898,49.364902795782896,0.005926457978943211
hm,surface,7922,1.1846593004683157,1.3488222387209983,1.05036979356437,-0.6298275905963953,49.342083863544616,49.314527901072815,49.36508493877647,0.005922223671655325
hm,surface,7923,1.184595697429892,1.3487612442184087,1.0503054345243819,-0.6298685077566103,49.34228494195176,49.31474742191523,49.36526909761074,0.005918025627636165
