time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,r=2.0cm
1655,2.5499756700663485,2.5499683570819602,2.5499410978252706,2.5498748070914341,2.5497261674564764,2.5494065727466366,2.5487453608292205,2.5474313048346606,2.5449276392516667,2.5403609783283589,2.5323944136456,2.5191092158359343,2.4979344434049255,2.4656730503607038,2.4186694311049641,2.3531417904663297,2.2656639965085188,2.1537333697544194,2.0163177927316847,1.8542534467743581,1.6703733074089351
1656,2.5499754887060049,2.5499681314108429,2.5499407151373839,2.5498740739031214,2.5497247272266139,2.5494037821333801,2.5487401144430488,2.5474218136243056,2.5449111957182069,2.5403337811760562,2.5323515645605266,2.5190450209722801,2.4978431265374974,2.4655498969353324,2.418512239713932,2.3529523471528897,2.2654491643990773,2.1535053709008261,2.0160934014164442,1.8540520102147724,1.6702145852548451
1657,2.5499753061995456,2.5499679043809831,2.5499403303803572,2.5498733372166202,2.549723280980646,2.5494009814054586,2.5487348517447761,2.5474122974595903,2.5448947162782081,2.5403065358309131,2.5323086557476784,2.5189807587655797,2.497751742377448,2.4654266872335935,2.4183550155276312,2.3527629053988743,2.2652343737624037,2.153277450685978,2.0158691131125095,1.8538506823228451,1.6700559773763377
1658,2.5499751225411358,2.5499676759858336,2.5499399435454499,2.5498725970193861,2.5497218287006507,2.549398170538463,2.5487295727037029,2.5474027563060617,2.5448782008991215,2.5402792422710623,2.5322656872061673,2.5189164292443085,2.4976602909843808,2.4653034213368019,2.4181977586264018,2.3525734652510977,2.2650196245822349,2.1530496090151563,2.0156449276556665,1.8536494631314742,1.669897483617041
1659,2.549974937724913,2.5499674462188233,2.5499395546238923,2.5498718532988511,2.5497203703686715,2.5493953495079595,2.5487242772891281,2.547393190129279,2.5448616495484533,2.5402519004747255,2.5322226589351735,2.5188520324369335,2.4975687724177127,2.4651800993258641,2.418040469090045,2.3523840267560518,2.2648049168426732,2.1528218457947577,2.0154208448855182,1.8534483526722252,1.6697391038219898
1660,2.5499747517449989,2.549967215073357,2.5499391636068922,2.5498711060424171,2.5497189059667269,2.5493925182894954,2.5487189654703442,2.5473835988948252,2.5448450621937648,2.5402245104201935,2.5321795709339447,2.5187875683719079,2.4974771867366896,2.4650567212812997,2.4178831469978523,2.3521945899599297,2.2645902505281832,2.1525941609322476,2.015196864645397,1.8532473509751881,1.6695808378375669
1661,2.5499745645954914,2.5499669825428213,2.5499387704856304,2.5498703552374589,2.5497174354768108,2.5493896768585986,2.5487136372166357,2.5473739825683079,2.5448284388026639,2.540197072085832,2.5321364232017909,2.5187230370776739,2.4973855340003825,2.4649332872832463,2.4177257924286262,2.3520051549086474,2.2643756256235914,2.152366554336119,2.014972986782257,1.8530464580688635,1.6694226855114482
1662,2.5499743762704639,2.5499667486205766,2.5499383752512661,2.5498696008713222,2.549715958880888,2.5493868251907745,2.5487082924972913,2.547364341115355,2.544811779342822,2.5401695854500885,2.5320932157380871,2.518658438582658,2.4972938142676884,2.4648097974114793,2.4175684054607025,2.3518157216478817,2.2641610421140754,2.1521390259158637,2.014749211146575,1.8528456739801211,1.6692646466925638
1663,2.5499741867639711,2.5499665132999607,2.5499379778949289,2.5498688429313261,2.5497144761608954,2.5493839632615081,2.5487029312815905,2.547354674501618,2.5447950837819584,2.5401420504914807,2.5320499485422694,2.518593772915271,2.4972020275973406,2.4646862517454227,2.417410986171987,2.3516262902230838,2.2639464999851668,2.1519115755819169,2.0145255375922484,1.8526449987340188,1.6691067212310369
1664,2.5499739960700478,2.5499662765742888,2.5499375784077229,2.549868081404767,2.5497129872987441,2.5493810910462678,2.5486975535388079,2.5473449826927652,2.5447783520878406,2.5401144671885949,2.5320066216138297,2.5185290401039069,2.4971101740479074,2.4645626503641562,2.4172535346399613,2.3514368606794878,2.2637319992227343,2.1516842032456478,2.0143019659764985,1.8524444323538851,1.6689489089781571
