question,group,case,time_s,r_m,T,C
2,F11,q23_F11_r96_z128_v2,7200,0.014999999999999999,41.791137409553095,2.4112028716098166
2,F11,q23_F11_r96_z128_v2,7200,0.02,41.852828474353963,2.2911950831210151
2,F11,q23_F11_r96_z128_v2,9000,0,42.033283687184252,2.4915846320399195
2,F11,q23_F11_r96_z128_v2,9000,0.0050000000000000001,42.038289440658275,2.4782310820924813
2,F11,q23_F11_r96_z128_v2,9000,0.01,42.05251243651734,2.4351233364973712
2,F11,q23_F11_r96_z128_v2,9000,0.014999999999999999,42.074625492247158,2.3547810761683348
2,F11,q23_F11_r96_z128_v2,9000,0.02,42.12288330081708,2.2297171875405692
2,F11,q23_F11_r96_z128_v2,10800,0,42.19357946678285,2.4503052733048314
2,F11,q23_F11_r96_z128_v2,10800,0.0050000000000000001,42.195439870998335,2.4346645908024547
2,F11,q23_F11_r96_z128_v2,10800,0.01,42.20334488089572,2.3860032303488077
2,F11,q23_F11_r96_z128_v2,10800,0.014999999999999999,42.216749876541421,2.299949510688263
2,F11,q23_F11_r96_z128_v2,10800,0.02,42.204602649569459,2.1704540826387637
3,B,q23_B_r512_v2,21600,0,49.998918518606487,1.016968516746005
3,B,q23_B_r512_v2,21600,0.0050000000000000001,49.998919005173313,0.98813859563794171
3,B,q23_B_r512_v2,21600,0.01,49.998920424336035,0.90152724309878085
3,B,q23_B_r512_v2,21600,0.014999999999999999,49.998922665141045,0.75500794994835285
3,B,q23_B_r512_v2,21600,0.02,49.998925586976576,0.5327791018678022
3,B,q23_B_r512_v2,43200,0,49.998934426229503,0.45614950980105884
3,B,q23_B_r512_v2,43200,0.0050000000000000001,49.998934426229503,0.4431647486923988
3,B,q23_B_r512_v2,43200,0.01,49.998934426229503,0.4030767632654495
3,B,q23_B_r512_v2,43200,0.014999999999999999,49.998934426229503,0.32973882448313058
3,B,q23_B_r512_v2,43200,0.02,49.998934426229525,0.16417579409719937
3,B,q23_B_r512_v2,64800,0,49.998934426229511,0.2988426557311441
3,B,q23_B_r512_v2,64800,0.0050000000000000001,49.998934426229511,0.29155191244645962
3,B,q23_B_r512_v2,64800,0.01,49.998934426229511,0.26871173264947484
3,B,q23_B_r512_v2,64800,0.014999999999999999,49.998934426229511,0.22530134367455579
3,B,q23_B_r512_v2,64800,0.02,49.998934426229511,0.084465639192577782
3,B,q23_B_r512_v2,86400,0,49.998934426229511,0.23779941132209559
3,B,q23_B_r512_v2,86400,0.0050000000000000001,49.998934426229511,0.23273947389598923
3,B,q23_B_r512_v2,86400,0.01,49.998934426229511,0.21672572128569115
3,B,q23_B_r512_v2,86400,0.014999999999999999,49.998934426229511,0.18554902005084961
3,B,q23_B_r512_v2,86400,0.02,49.998934426229511,0.066461906205578861
3,B,q23_B_r512_v2,108000,0,49.998934426229511,0.20582376023706125
3,B,q23_B_r512_v2,108000,0.0050000000000000001,49.998934426229511,0.20184499009132889
3,B,q23_B_r512_v2,108000,0.01,49.998934426229511,0.18916703307556709
3,B,q23_B_r512_v2,108000,0.014999999999999999,49.998934426229511,0.16409083627165374
3,B,q23_B_r512_v2,108000,0.02,49.998934426229511,0.059828490141760345
3,B,q23_B_r512_v2,129600,0,49.998934426229511,0.18587757973226471
3,B,q23_B_r512_v2,129600,0.0050000000000000001,49.998934426229511,0.18252958374214989
3,B,q23_B_r512_v2,129600,0.01,49.998934426229511,0.17181074966722129
3,B,q23_B_r512_v2,129600,0.014999999999999999,49.998934426229511,0.15037384768956419
3,B,q23_B_r512_v2,129600,0.02,49.998934426229511,0.056635876080538272
3,B,q23_B_r512_v2,151200,0,49.998934426229511,0.17206584875514361
3,B,q23_B_r512_v2,151200,0.0050000000000000001,49.998934426229511,0.16913221287635233
3,B,q23_B_r512_v2,151200,0.01,49.998934426229511,0.15970679457581782
3,B,q23_B_r512_v2,151200,0.014999999999999999,49.998934426229511,0.14070086790421668
3,B,q23_B_r512_v2,151200,0.02,49.998934426229511,0.054840510901298795
3,B,q23_B_r512_v2,172800,0,49.998934426229511,0.16182721855828161
3,B,q23_B_r512_v2,172800,0.0050000000000000001,49.998934426229511,0.15918799518617421
3,B,q23_B_r512_v2,172800,0.01,49.998934426229511,0.1506851532092148
3,B,q23_B_r512_v2,172800,0.014999999999999999,49.998934426229511,0.13342904975759623
3,B,q23_B_r512_v2,172800,0.02,49.998934426229511,0.053722255994523328
3,B,q23_B_r512_v2,194400,0,49.998934426229511,0.15386684457568284
3,B,q23_B_r512_v2,194400,0.0050000000000000001,49.998934426229511,0.15144863087994473
3,B,q23_B_r512_v2,194400,0.01,49.998934426229511,0.14364051141156689
3,B,q23_B_r512_v2,194400,0.014999999999999999,49.998934426229511,0.12771174873450364
3,B,q23_B_r512_v2,194400,0.02,49.998934426229511,0.052973642382061863
3,F00,q23_F00_r96_z0_v2,21600,0,49.998932420374743,1.2037856544639398
3,F00,q23_F00_r96_z0_v2,21600,0.0050000000000000001,49.998932483239159,1.1717996255538863
3,F00,q23_F00_r96_z0_v2,21600,0.01,49.998932664798666,1.0760906941665118
3,F00,q23_F00_r96_z0_v2,21600,0.014999999999999999,49.998932945903583,0.91610906233967915
3,F00,q23_F00_r96_z0_v2,21600,0.02,49.998933301503364,0.68319181849203559
3,F00,q23_F00_r96_z0_v2,43200,0,49.998934426229525,0.52062894803764004
3,F00,q23_F00_r96_z0_v2,43200,0.0050000000000000001,49.998934426229503,0.50625478152981684
3,F00,q23_F00_r96_z0_v2,43200,0.01,49.998934426229503,0.46212417430522718
3,F00,q23_F00_r96_z0_v2,43200,0.014999999999999999,49.998934426229525,0.38288344533580732
3,F00,q23_F00_r96_z0_v2,43200,0.02,49.998934426229511,0.23182829678912481
3,F00,q23_F00_r96_z0_v2,64800,0,49.998934426229511,0.32376123352007991
3,F00,q23_F00_r96_z0_v2,64800,0.0050000000000000001,49.998934426229511,0.31576603191954539
3,F00,q23_F00_r96_z0_v2,64800,0.01,49.998934426229518,0.29079104266021238
3,F00,q23_F00_r96_z0_v2,64800,0.014999999999999999,49.998934426229511,0.24375095525845186
3,F00,q23_F00_r96_z0_v2,64800,0.02,49.998934426229511,0.1211575385938533
3,F00,q23_F00_r96_z0_v2,86400,0,49.998934426229518,0.25013671460905895
3,F00,q23_F00_r96_z0_v2,86400,0.0050000000000000001,49.998934426229518,0.24472862499572604
3,F00,q23_F00_r96_z0_v2,86400,0.01,49.998934426229511,0.22765618750167768
3,F00,q23_F00_r96_z0_v2,86400,0.014999999999999999,49.998934426229518,0.19466110249364349
3,F00,q23_F00_r96_z0_v2,86400,0.02,49.998934426229511,0.09535389962019783
3,F00,q23_F00_r96_z0_v2,108000,0,49.998934426229511,0.2132610915932332
3,F00,q23_F00_r96_z0_v2,108000,0.0050000000000000001,49.998934426229511,0.20909057319001803
3,F00,q23_F00_r96_z0_v2,108000,0.01,49.998934426229511,0.19583167818071576
3,F00,q23_F00_r96_z0_v2,108000,0.014999999999999999,49.998934426229511,0.16978034584543711
3,F00,q23_F00_r96_z0_v2,108000,0.02,49.998934426229511,0.086594698509494097
3,F00,q23_F00_r96_z0_v2,129600,0,49.998934426229511,0.19096330932288264
3,F00,q23_F00_r96_z0_v2,129600,0.0050000000000000001,49.998934426229511,0.18749928569839902
3,F00,q23_F00_r96_z0_v2,129600,0.01,49.998934426229511,0.17643303523572387
3,F00,q23_F00_r96_z0_v2,129600,0.014999999999999999,49.998934426229511,0.15444728779867845
3,F00,q23_F00_r96_z0_v2,129600,0.02,49.998934426229511,0.082598072074997336
3,F00,q23_F00_r96_z0_v2,151200,0,49.998934426229511,0.17584663874346443
3,F00,q23_F00_r96_z0_v2,151200,0.0050000000000000001,49.998934426229511,0.17283896698625856
3,F00,q23_F00_r96_z0_v2,151200,0.01,49.998934426229511,0.16319712433244238
3,F00,q23_F00_r96_z0_v2,151200,0.014999999999999999,49.998934426229511,0.14389080612714844
3,F00,q23_F00_r96_z0_v2,151200,0.02,49.998934426229511,0.080427035790645765
3,F00,q23_F00_r96_z0_v2,172800,0,49.998934426229511,0.1648086467552721
3,F00,q23_F00_r96_z0_v2,172800,0.0050000000000000001,49.998934426229511,0.16212141986024295
3,F00,q23_F00_r96_z0_v2,172800,0.01,49.998934426229511,0.15348445458197482
3,F00,q23_F00_r96_z0_v2,172800,0.014999999999999999,49.998934426229511,0.13609109689028215
3,F00,q23_F00_r96_z0_v2,172800,0.02,49.998934426229511,0.079107024020600061
3,F00,q23_F00_r96_z0_v2,194400,0,49.998934426229511,0.15632337295193197
3,F00,q23_F00_r96_z0_v2,194400,0.0050000000000000001,49.998934426229511,0.1538747778884188
3,F00,q23_F00_r96_z0_v2,194400,0.01,49.998934426229511,0.14598910356615144
3,F00,q23_F00_r96_z0_v2,194400,0.014999999999999999,49.998934426229511,0.13004082079475335
3,F00,q23_F00_r96_z0_v2,194400,0.02,49.998934426229511,0.078238953656984772
3,F10,q23_F10_r96_z128_retry,21600,0,49.998932982425863,1.2037477793891695
3,F10,q23_F10_r96_z128_retry,21600,0.0050000000000000001,49.998933027534015,1.1717628177766073
3,F10,q23_F10_r96_z128_retry,21600,0.01,49.998933157965638,1.0760569364184243
3,F10,q23_F10_r96_z128_retry,21600,0.014999999999999999,49.998933360270783,0.91607987619932418
3,F10,q23_F10_r96_z128_retry,21600,0.02,49.998933616572444,0.68316770333436128
3,F10,q23_F10_r96_z128_retry,43200,0,49.998934426229518,0.52059933566693917
3,F10,q23_F10_r96_z128_retry,43200,0.0050000000000000001,49.998934426229503,0.50622622515338789
3,F10,q23_F10_r96_z128_retry,43200,0.01,49.998934426229511,0.4620986793995609
3,F10,q23_F10_r96_z128_retry,43200,0.014999999999999999,49.998934426229511,0.38286266190225576
3,F10,q23_F10_r96_z128_retry,43200,0.02,49.998934426229503,0.23181095957571965
3,F10,q23_F10_r96_z128_retry,64800,0,49.998934426229511,0.32374227449780013
3,F10,q23_F10_r96_z128_retry,64800,0.0050000000000000001,49.998934426229511,0.31574789318119856
3,F10,q23_F10_r96_z128_retry,64800,0.01,49.998934426229511,0.29077531428641623
3,F10,q23_F10_r96_z128_retry,64800,0.014999999999999999,49.998934426229511,0.24373915534242338
3,F10,q23_F10_r96_z128_retry,64800,0.02,49.998934426229511,0.12115039920882872
3,F10,q23_F10_r96_z128_retry,86400,0,49.998934426229511,0.25012355588270496
3,F10,q23_F10_r96_z128_retry,86400,0.0050000000000000001,49.998934426229511,0.2447160343758813
3,F10,q23_F10_r96_z128_retry,86400,0.01,49.998934426229511,0.22764527496649825
3,F10,q23_F10_r96_z128_retry,86400,0.014999999999999999,49.998934426229511,0.19465297500297923
3,F10,q23_F10_r96_z128_retry,86400,0.02,49.998934426229503,0.095350730982501949
3,F10,q23_F10_r96_z128_retry,108000,0,49.998934426229511,0.21325104251277399
3,F10,q23_F10_r96_z128_retry,108000,0.0050000000000000001,49.998934426229511,0.20908094114160417
3,F10,q23_F10_r96_z128_retry,108000,0.01,49.998934426229511,0.19582328411528682
3,F10,q23_F10_r96_z128_retry,108000,0.014999999999999999,49.998934426229511,0.1697740341924199
3,F10,q23_F10_r96_z128_retry,108000,0.02,49.998934426229511,0.086592934088040377
3,F10,q23_F10_r96_z128_retry,129600,0,49.998934426229511,0.19095515764616663
3,F10,q23_F10_r96_z128_retry,129600,0.0050000000000000001,49.998934426229511,0.18749145975300954
3,F10,q23_F10_r96_z128_retry,129600,0.01,49.998934426229511,0.17642618038219543
3,F10,q23_F10_r96_z128_retry,129600,0.014999999999999999,49.998934426229511,0.1544420846114935
3,F10,q23_F10_r96_z128_retry,129600,0.02,49.998934426229503,0.08259694887482201
3,F10,q23_F10_r96_z128_retry,151200,0,49.998934426229511,0.17583976448079247
3,F10,q23_F10_r96_z128_retry,151200,0.0050000000000000001,49.998934426229511,0.17283235876309566
3,F10,q23_F10_r96_z128_retry,151200,0.01,49.998934426229511,0.1631913120981979
3,F10,q23_F10_r96_z128_retry,151200,0.014999999999999999,49.998934426229511,0.14388636048866063
3,F10,q23_F10_r96_z128_retry,151200,0.02,49.998934426229511,0.080426257796107556
3,F10,q23_F10_r96_z128_retry,172800,0,49.998934426229511,0.16480269262788011
3,F10,q23_F10_r96_z128_retry,172800,0.0050000000000000001,49.998934426229511,0.16211569008480409
3,F10,q23_F10_r96_z128_retry,172800,0.01,49.998934426229511,0.15347939814340059
3,F10,q23_F10_r96_z128_retry,172800,0.014999999999999999,49.998934426229511,0.13608720601819488
3,F10,q23_F10_r96_z128_retry,172800,0.02,49.998934426229511,0.079106452956155718
3,F10,q23_F10_r96_z128_retry,194400,0,49.998934426229511,0.15631811427547621
3,F10,q23_F10_r96_z128_retry,194400,0.0050000000000000001,49.998934426229511,0.15386971295491048
3,F10,q23_F10_r96_z128_retry,194400,0.01,49.998934426229511,0.14598462169369678
3,F10,q23_F10_r96_z128_retry,194400,0.014999999999999999,49.998934426229511,0.13003735575848777
3,F10,q23_F10_r96_z128_retry,194400,0.02,49.998934426229511,0.078238516373401568
3,F01,q23_F01_r96_z0_v2,21600,0,42.292048985941008,2.148899086258742
3,F01,q23_F01_r96_z0_v2,21600,0.0050000000000000001,42.292423599570128,2.1303920198415791
3,F01,q23_F01_r96_z0_v2,21600,0.01,42.293544155543664,2.074589342376306
3,F01,q23_F01_r96_z0_v2,21600,0.014999999999999999,42.295400995565217,1.9806046078548947
3,F01,q23_F01_r96_z0_v2,21600,0.02,42.29797863176492,1.8467755468450811
3,F01,q23_F01_r96_z0_v2,43200,0,42.635527675968987,1.5375661751434027
3,F01,q23_F01_r96_z0_v2,43200,0.0050000000000000001,42.636311287922609,1.5185916818957326
3,F01,q23_F01_r96_z0_v2,43200,0.01,42.638654680545223,1.4612057425513398
3,F01,q23_F01_r96_z0_v2,43200,0.014999999999999999,42.642536645750553,1.3638196152593283
3,F01,q23_F01_r96_z0_v2,43200,0.02,42.647926378627638,1.222925451085463
3,F01,q23_F01_r96_z0_v2,64800,0,43.768504083281876,0.97631654101988075
3,F01,q23_F01_r96_z0_v2,64800,0.0050000000000000001,43.770801137875779,0.9577293051955067
3,F01,q23_F01_r96_z0_v2,64800,0.01,43.77767027517902,0.90111289532967787
3,F01,q23_F01_r96_z0_v2,64800,0.014999999999999999,43.78905650840813,0.80316133156537117
3,F01,q23_F01_r96_z0_v2,64800,0.02,43.804924304704492,0.65420051607656937
3,F01,q23_F01_r96_z0_v2,86400,0,46.742807387788652,0.55670130707528165
3,F01,q23_F01_r96_z0_v2,86400,0.0050000000000000001,46.745435836778974,0.54265963517743487
3,F01,q23_F01_r96_z0_v2,86400,0.01,46.753299549773722,0.49950729513238723
3,F01,q23_F01_r96_z0_v2,86400,0.014999999999999999,46.766360388982044,0.42232752590471456
3,F01,q23_F01_r96_z0_v2,86400,0.02,46.784739710921059,0.28552072496437636
3,F01,q23_F01_r96_z0_v2,108000,0,48.81866628450318,0.35119674482918101
3,F01,q23_F01_r96_z0_v2,108000,0.0050000000000000001,48.819553686523911,0.342502171672036
3,F01,q23_F01_r96_z0_v2,108000,0.01,48.822212632469906,0.3153930540727205
3,F01,q23_F01_r96_z0_v2,108000,0.014999999999999999,48.82664238229976,0.2646807365061038
3,F01,q23_F01_r96_z0_v2,108000,0.02,48.832931257321874,0.14522844401949975
3,F01,q23_F01_r96_z0_v2,129600,0,49.498971180611115,0.2646719557637327
3,F01,q23_F01_r96_z0_v2,129600,0.0050000000000000001,49.499222765287037,0.25881933338939567
3,F01,q23_F01_r96_z0_v2,129600,0.01,49.499977209539054,0.24038013834394478
3,F01,q23_F01_r96_z0_v2,129600,0.014999999999999999,49.501235686885387,0.20493573016311067
3,F01,q23_F01_r96_z0_v2,129600,0.02,49.50302411111911,0.10442289771683849
3,F01,q23_F01_r96_z0_v2,151200,0,49.726480218693688,0.22190640457072153
3,F01,q23_F01_r96_z0_v2,151200,0.0050000000000000001,49.726575672177532,0.21747413776829469
3,F01,q23_F01_r96_z0_v2,151200,0.01,49.72686203035412,0.20340634306923944
3,F01,q23_F01_r96_z0_v2,151200,0.014999999999999999,49.727339965043427,0.17588095805125392
3,F01,q23_F01_r96_z0_v2,151200,0.02,49.728018639006066,0.091018575297230897
3,F01,q23_F01_r96_z0_v2,172800,0,49.825594313178705,0.19671397711416805
3,F01,q23_F01_r96_z0_v2,172800,0.0050000000000000001,49.825640074223195,0.19308254639513117
3,F01,q23_F01_r96_z0_v2,172800,0.01,49.825777382328802,0.18149639246268448
3,F01,q23_F01_r96_z0_v2,172800,0.014999999999999999,49.826006601208555,0.15855062852574664
3,F01,q23_F01_r96_z0_v2,172800,0.02,49.826331787472455,0.085193816625569421
3,F01,q23_F01_r96_z0_v2,194400,0,49.877608750622194,0.17998621037680004
3,F01,q23_F01_r96_z0_v2,194400,0.0050000000000000001,49.87763424732033,0.17686276684090144
3,F01,q23_F01_r96_z0_v2,194400,0.01,49.877710758946492,0.16685986861836005
3,F01,q23_F01_r96_z0_v2,194400,0.014999999999999999,49.877838496797906,0.14687966826980417
3,F01,q23_F01_r96_z0_v2,194400,0.02,49.878019558534277,0.082137776206509985
3,F01,q23_F01_r96_z0_v2,216000,0,49.908447783374989,0.16795922791036766
3,F01,q23_F01_r96_z0_v2,216000,0.0050000000000000001,49.908463511601134,0.16518700912442538
3,F01,q23_F01_r96_z0_v2,216000,0.01,49.908510712239917,0.15628404462007642
3,F01,q23_F01_r96_z0_v2,216000,0.014999999999999999,49.908589517100289,0.13838976723317156
3,F01,q23_F01_r96_z0_v2,216000,0.02,49.908701134541545,0.080325432797984403
3,F01,q23_F01_r96_z0_v2,237600,0,49.928348263590429,0.15882077874401904
3,F01,q23_F01_r96_z0_v2,237600,0.0050000000000000001,49.928358698877702,0.15630691185426826
3,F01,q23_F01_r96_z0_v2,237600,0.01,49.928390016395582,0.14821633840148191
3,F01,q23_F01_r96_z0_v2,237600,0.014999999999999999,49.928442303354608,0.13187921089247062
3,F01,q23_F01_r96_z0_v2,237600,0.02,49.928516312445275,0.079155526941024013
3,F01,q23_F01_r96_z0_v2,259200,0,49.942009578020304,0.15159246761050524
3,F01,q23_F01_r96_z0_v2,259200,0.0050000000000000001,49.942016888785929,0.14927752877165723
3,F01,q23_F01_r96_z0_v2,259200,0.01,49.942038829710043,0.14181472566788586
3,F01,q23_F01_r96_z0_v2,259200,0.014999999999999999,49.942075461294856,0.12669236531196076
3,F01,q23_F01_r96_z0_v2,259200,0.02,49.942127280792697,0.078352138144416758
3,F11,q23_F11_r96_z128_v2,21600,0,42.292055022971134,2.1488978513454517
3,F11,q23_F11_r96_z128_v2,21600,0.0050000000000000001,42.292429283131682,2.1303907701879505
3,F11,q23_F11_r96_z128_v2,21600,0.01,42.293548837423067,2.0745880519018476
3,F11,q23_F11_r96_z128_v2,21600,0.014999999999999999,42.295404193691667,1.9806032533812974
3,F11,q23_F11_r96_z128_v2,21600,0.02,42.297980109035194,1.8467740954425926
3,F11,q23_F11_r96_z128_v2,43200,0,42.635690753678837,1.5375483380486004
3,F11,q23_F11_r96_z128_v2,43200,0.0050000000000000001,42.636465818182501,1.5185737184524164
3,F11,q23_F11_r96_z128_v2,43200,0.01,42.638784714228009,1.4611873182130855
3,F11,q23_F11_r96_z128_v2,43200,0.014999999999999999,42.642629531496766,1.3638001225696812
3,F11,q23_F11_r96_z128_v2,43200,0.02,42.647974507469499,1.2229036927112447
3,F11,q23_F11_r96_z128_v2,64800,0,43.772748496102921,0.97611370451428425
3,F11,q23_F11_r96_z128_v2,64800,0.0050000000000000001,43.774892137911344,0.95752599353827128
3,F11,q23_F11_r96_z128_v2,64800,0.01,43.781311944570753,0.90090674386239633
3,F11,q23_F11_r96_z128_v2,64800,0.014999999999999999,43.791984522009521,0.80294456944308179
3,F11,q23_F11_r96_z128_v2,64800,0.02,43.806922303441397,0.65394835587916067
3,F11,q23_F11_r96_z128_v2,86400,0,46.764254378406868,0.55606172981688295
3,F11,q23_F11_r96_z128_v2,86400,0.0050000000000000001,46.766363387343766,0.54203394453355869
3,F11,q23_F11_r96_z128_v2,86400,0.01,46.772684782747106,0.49892046312888905
3,F11,q23_F11_r96_z128_v2,86400,0.014999999999999999,46.783222826567787,0.42179251566955173
3,F11,q23_F11_r96_z128_v2,86400,0.02,46.798131272979184,0.284962207808382
3,F11,q23_F11_r96_z128_v2,108000,0,48.831497893834751,0.35065381294843478
3,F11,q23_F11_r96_z128_v2,108000,0.0050000000000000001,48.832120646362036,0.341978819409822
3,F11,q23_F11_r96_z128_v2,108000,0.01,48.83399142299443,0.31492732069983881
3,F11,q23_F11_r96_z128_v2,108000,0.014999999999999999,48.837123821470676,0.26430779965952761
3,F11,q23_F11_r96_z128_v2,108000,0.02,48.841601250221125,0.14490180280070894
3,F11,q23_F11_r96_z128_v2,129600,0,49.503743448742647,0.26433146344142738
3,F11,q23_F11_r96_z128_v2,129600,0.0050000000000000001,49.503903660578459,0.2584919822236339
3,F11,q23_F11_r96_z128_v2,129600,0.01,49.504385905719772,0.24009207530785526
3,F11,q23_F11_r96_z128_v2,129600,0.014999999999999999,49.50519623490667,0.20471432377203744
3,F11,q23_F11_r96_z128_v2,129600,0.02,49.506359247756734,0.10429335019313576
3,F11,q23_F11_r96_z128_v2,151200,0,49.728610316270547,0.22168008050891769
3,F11,q23_F11_r96_z128_v2,151200,0.0050000000000000001,49.728666714836713,0.21725627513574897
3,F11,q23_F11_r96_z128_v2,151200,0.01,49.728836754832798,0.20321398008596686
3,F11,q23_F11_r96_z128_v2,151200,0.014999999999999999,49.729123315670371,0.17573282981520899
3,F11,q23_F11_r96_z128_v2,151200,0.02,49.729535643318002,0.090957947990436466
3,F11,q23_F11_r96_z128_v2,172800,0,49.826737214211342,0.19655068881973364
3,F11,q23_F11_r96_z128_v2,172800,0.0050000000000000001,49.826762610124455,0.1929251033443197
3,F11,q23_F11_r96_z128_v2,172800,0.01,49.826839283649413,0.1813566722883031
3,F11,q23_F11_r96_z128_v2,172800,0.014999999999999999,49.82696882182691,0.15844214524377687
3,F11,q23_F11_r96_z128_v2,172800,0.02,49.827155628718366,0.085160214966012587
3,F11,q23_F11_r96_z128_v2,194400,0,49.878302114437275,0.17986098236131082
3,F11,q23_F11_r96_z128_v2,194400,0.0050000000000000001,49.87831550146467,0.1767418517100848
3,F11,q23_F11_r96_z128_v2,194400,0.01,49.878355970318729,0.16675209377396916
3,F11,q23_F11_r96_z128_v2,194400,0.014999999999999999,49.878424501852457,0.1467953468716906
3,F11,q23_F11_r96_z128_v2,194400,0.02,49.878523555121703,0.082116915542276667
3,F11,q23_F11_r96_z128_v2,216000,0,49.908905616896192,0.16785888994740455
3,F11,q23_F11_r96_z128_v2,216000,0.0050000000000000001,49.908913465137893,0.16509001683791541
3,F11,q23_F11_r96_z128_v2,216000,0.01,49.908937220099361,0.15619728659410681
3,F11,q23_F11_r96_z128_v2,216000,0.014999999999999999,49.90897754083646,0.13832146894708161
3,F11,q23_F11_r96_z128_v2,216000,0.02,49.909035958826379,0.08031142126414928
3,F11,q23_F11_r96_z128_v2,237600,0,49.92866969621867,0.15873775335085288
3,F11,q23_F11_r96_z128_v2,237600,0.0050000000000000001,49.928674659287253,0.15622658131605907
3,F11,q23_F11_r96_z128_v2,237600,0.01,49.928689700580982,0.14814427949369444
3,F11,q23_F11_r96_z128_v2,237600,0.014999999999999999,49.928715291218062,0.13182220910214418
3,F11,q23_F11_r96_z128_v2,237600,0.02,49.928752462854042,0.079145560808793591
3,F11,q23_F11_r96_z128_v2,259200,0,49.942245920264462,0.15152206891525774
3,F11,q23_F11_r96_z128_v2,259200,0.0050000000000000001,49.942249240536356,0.14920936415631944
3,F11,q23_F11_r96_z128_v2,259200,0.01,49.942259316350231,0.14175343906448509
3,F11,q23_F11_r96_z128_v2,259200,0.014999999999999999,49.942276500703287,0.1266437028455081
3,F11,q23_F11_r96_z128_v2,259200,0.02,49.942301530503542,0.078344735261084972
