time_s,time_h,C_r0cm,C_r0.5cm,C_r1cm,C_r1.5cm,C_r2cm
0.0,0.0,2.55,2.55,2.55,2.55,2.55
10800.0,3.0,1.7661772293928002,1.7165331040065814,1.570197969487986,1.3332632148115902,1.0081226687817966
14400.0,4.0,1.4536061395386557,1.4133157477038387,1.2935233378206916,1.0959566815375297,0.8153458504969543
21600.0,6.0,1.015550479970072,0.9868286426771794,0.9005523303036522,0.754634329885769,0.5334556978688247
43200.0,12.0,0.4547576717432692,0.44183670699175953,0.401939057797632,0.3289220988962326,0.16394955726029461
64800.0,18.0,0.29789097572093026,0.29063727242425746,0.2679095950427004,0.22469743269362305,0.08422205733241378
86400.0,24.0,0.23709961219209297,0.2320642926083215,0.21612618859869842,0.18508657068574605,0.06627087763368464
108000.0,30.0,0.20526517341668646,0.20130460422945556,0.1886830277315925,0.16371094631630276,0.05966181160957875
129600.0,36.0,0.18540697809508108,0.18207344537499187,0.1713996720327282,0.15004710772550078,0.05648185708249808
151200.0,42.0,0.1716550078703692,0.16873342686521015,0.15934572837088334,0.1404111133226634,0.054693846527114856
172800.0,48.0,0.16145961744267165,0.1588307778649046,0.1503605367923871,0.13316655254829193,0.05358022844300317
194400.0,54.0,0.15353203203913166,0.15112297764429997,0.14334369322248483,0.12747022193249521,0.05283472417231639
205810.0131516332,57.16944809767589,0.15,0.14768658443048163,0.14020858499180366,0.12491369618659377,0.05253543865415647
