time_s,time_h,C_r0cm,C_r0.5cm,C_r1cm,C_r1.5cm,C_r2cm
0.0,0.0,2.55,2.55,2.55,2.55,2.55
10800.0,3.0,1.7661773115965815,1.716533189050217,1.5701980593965839,1.333263293556208,1.0081226184471288
14400.0,4.0,1.4536062383088315,1.4133158496192226,1.2935234461871776,1.0959567813475253,0.815345786891074
21600.0,6.0,1.0155506216093508,0.9868287906112155,0.9005524951083118,0.7546345021446975,0.5334555653882522
43200.0,12.0,0.454758331325367,0.4418374502434139,0.4019401273984916,0.3289241756482235,0.1639447929381985
64800.0,18.0,0.2978958292956969,0.29064308716055726,0.2679194258899003,0.22472197323769097,0.0841674694397697
86400.0,24.0,0.23711928761960122,0.2320874350271683,0.21616344633045292,0.18517349560483434,0.06618426587259517
108000.0,30.0,0.2053091330604603,0.20135509852799907,0.18875941525384085,0.1638738331059557,0.05959974079403012
129600.0,36.0,0.18547769398871353,0.18215286396990923,0.17151257846578175,0.15026558795172384,0.056458698596263034
151200.0,42.0,0.17174860914894127,0.1688364578269812,0.15948412586609817,0.14065556388943526,0.05469633799948242
172800.0,48.0,0.16156955235504175,0.15894977911027458,0.15051286616903656,0.133415056353169,0.0535947708446341
194400.0,54.0,0.15365191261323857,0.15125100006942085,0.14350120063598015,0.12771048736355617,0.05285330139941292
206230.80406536462,57.28633446260128,0.15,0.14769743257574483,0.14025699385057896,0.12505746391422068,0.05254433899077286
