r_m,T_degC,C_kgkg
0.0,50.165,0.15
7.8125e-05,50.165,0.14999946106565443
0.00015625,50.165,0.14999784423671353
0.000234375,50.165,0.14999514943903894
0.0003125,50.165,0.1499913765487039
0.000390625,50.165,0.14998652539213136
0.00046875,50.165,0.14998059574606437
0.000546875,50.165,0.14997358733751048
0.000625,50.165,0.1499654998436718
0.000703125,50.165,0.14995633289186075
0.00078125,50.165,0.14994608605940213
0.000859375,50.165,0.14993475887352256
0.0009375,50.165,0.14992235081122582
0.001015625,50.165,0.14990886129915545
0.00109375,50.165,0.14989428971344343
0.001171875,50.165,0.14987863537954546
0.00125,50.165,0.14986189757206306
0.001328125,50.165,0.14984407551455103
0.00140625,50.165,0.14982516837931198
0.001484375,50.165,0.14980517528717652
0.0015625,50.165,0.14978409530726922
0.001640625,50.165,0.14976192745676048
0.00171875,50.165,0.1497386707006045
0.001796875,50.165,0.14971432395126189
0.001875,50.165,0.1496888860684081
0.001953125,50.165,0.14966235585862717
0.00203125,50.165,0.14963473207508998
0.002109375,50.165,0.1496060134172175
0.0021875,50.165,0.1495761985303289
0.002265625,50.165,0.1495452860052733
0.00234375,50.165,0.14951327437804665
0.002421875,50.165,0.1494801621293914
0.0025,50.165,0.14944594768438094
0.002578125,50.165,0.1494106294119867
0.00265625,50.165,0.14937420562462866
0.0027343750000000003,50.165,0.14933667457770883
0.0028125,50.165,0.149298034469127
0.002890625,50.165,0.1492582834387793
0.00296875,50.165,0.14921741956803827
0.003046875,50.165,0.1491754408792146
0.003125,50.165,0.14913234533500075
0.0032031250000000002,50.165,0.1490881308378948
0.00328125,50.165,0.14904279522960526
0.003359375,50.165,0.14899633629043615
0.0034375,50.165,0.1489487517386519
0.003515625,50.165,0.14890003922982134
0.00359375,50.165,0.14885019635614108
0.0036718750000000002,50.165,0.1487992206457374
0.00375,50.165,0.14874710956194576
0.003828125,50.165,0.14869386050256878
0.00390625,50.165,0.14863947079911036
0.003984375,50.165,0.14858393771598719
0.0040625,50.165,0.1485272584497159
0.004140625,50.165,0.14846943012807598
0.00421875,50.165,0.14841044980924747
0.004296875,50.165,0.14835031448092306
0.004375,50.165,0.14828902105939407
0.0044531250000000005,50.165,0.14822656638860943
0.00453125,50.165,0.148162947239207
0.004609375,50.165,0.14809816030751705
0.0046875,50.165,0.14803220221453606
0.004765625,50.165,0.14796506950487193
0.00484375,50.165,0.14789675864565768
0.004921875,50.165,0.14782726602543453
0.005,50.165,0.14775658795300264
0.005078125,50.165,0.14768472065623933
0.00515625,50.165,0.14761166028088304
0.005234375,50.165,0.14753740288928277
0.0053125,50.165,0.14746194445911212
0.0053906250000000005,50.165,0.1473852808820463
0.0054687500000000005,50.165,0.14730740796240183
0.005546875,50.165,0.14722832141573716
0.005625,50.165,0.14714801686741394
0.005703125,50.165,0.14706648985111678
0.00578125,50.165,0.14698373580733157
0.005859375,50.165,0.14689975008177977
0.0059375,50.165,0.14681452792380825
0.006015625,50.165,0.14672806448473383
0.00609375,50.165,0.14664035481613927
0.006171875,50.165,0.14655139386812163
0.00625,50.165,0.14646117648748966
0.006328125,50.165,0.14636969741590997
0.0064062500000000005,50.165,0.14627695128799933
0.0064843750000000006,50.165,0.14618293262936224
0.0065625,50.165,0.14608763585457174
0.006640625,50.165,0.1459910552650915
0.00671875,50.165,0.14589318504713775
0.006796875,50.165,0.14579401926947866
0.006875,50.165,0.1456935518811693
0.006953125,50.165,0.14559177670922047
0.00703125,50.165,0.1454886874561986
0.007109375,50.165,0.14538427769775497
0.0071875,50.165,0.14527854088008146
0.007265625,50.165,0.14517147031729047
0.0073437500000000005,50.165,0.1450630591887171
0.0074218750000000005,50.165,0.14495330053613997
0.0075,50.165,0.1448421872609182
0.007578125,50.165,0.14472971212104246
0.00765625,50.165,0.14461586772809534
0.007734375,50.165,0.14450064654412006
0.0078125,50.165,0.14438404087839266
0.007890625,50.165,0.14426604288409434
0.00796875,50.165,0.144146644554882
0.008046875,50.165,0.1440258377213504
0.008125,50.165,0.1439036140473855
0.008203125,50.165,0.14377996502640192
0.00828125,50.165,0.1436548819774619
0.008359375,50.165,0.14352835604127143
0.0084375,50.165,0.14340037817604767
0.008515625,50.165,0.14327093915325484
0.00859375,50.165,0.14314002955320107
0.008671875,50.165,0.1430076397604937
0.00875,50.165,0.14287375995934476
0.008828125000000001,50.165,0.1427383801287233
0.008906250000000001,50.165,0.14260149003734676
0.008984375000000001,50.165,0.1424630792385064
0.0090625,50.165,0.14232313706471905
0.009140625,50.165,0.14218165262219923
0.00921875,50.165,0.14203861478514368
0.009296875,50.165,0.14189401218982106
0.009375,50.165,0.14174783322845935
0.009453125,50.165,0.14160006604292108
0.00953125,50.165,0.14145069851815947
0.009609375,50.165,0.14129971827544527
0.0096875,50.165,0.14114711266535443
0.009765625,50.165,0.14099286876050768
0.00984375,50.165,0.14083697334804976
0.009921875,50.165,0.1406794129218586
0.01,50.165,0.14052017367447192
0.010078125,50.165,0.1403592414887186
0.01015625,50.165,0.14019660192904307
0.010234375,50.165,0.14003224023250752
0.0103125,50.165,0.1398661412994587
0.010390625,50.165,0.13969828968384335
0.01046875,50.165,0.13952866958315682
0.010546875,50.165,0.13935726482800798
0.010625,50.165,0.1391840588712819
0.010703125,50.165,0.13900903477688292
0.010781250000000001,50.165,0.13883217520803687
0.010859375000000001,50.165,0.1386534624151327
0.010937500000000001,50.165,0.13847287822308071
0.011015625,50.165,0.13829040401816425
0.01109375,50.165,0.13810602073436104
0.011171875,50.165,0.13791970883910576
0.01125,50.165,0.1377314483184698
0.011328125,50.165,0.13754121866172508
0.01140625,50.165,0.13734899884526444
0.011484375,50.165,0.13715476731584272
0.0115625,50.165,0.13695850197310652
0.011640625,50.165,0.13676018015137356
0.01171875,50.165,0.1365597786006236
0.011796875,50.165,0.1363572734666586
0.011875,50.165,0.13615264027038892
0.011953125,50.165,0.13594585388619723
0.01203125,50.165,0.1357368885193306
0.012109375,50.165,0.13552571768226837
0.0121875,50.165,0.1353123141700074
0.012265625,50.165,0.13509665003420554
0.01234375,50.165,0.13487869655611867
0.012421875,50.165,0.1346584242182614
0.0125,50.165,0.13443580267472008
0.012578125,50.165,0.13421080072003694
0.01265625,50.165,0.13398338625658432
0.012734375000000001,50.165,0.13375352626033662
0.012812500000000001,50.165,0.13352118674494598
0.012890625000000001,50.165,0.13328633272401713
0.012968750000000001,50.165,0.13304892817147207
0.013046875,50.165,0.1328089359798861
0.013125,50.165,0.13256631791666698
0.013203125,50.165,0.13232103457794256
0.01328125,50.165,0.13207304534000833
0.013359375,50.165,0.1318223083081771
0.0134375,50.165,0.13156878026286203
0.013515625,50.165,0.13131241660270745
0.01359375,50.165,0.131053171284571
0.013671875,50.165,0.1307909967601429
0.01375,50.165,0.1305258439089714
0.013828125,50.165,0.13025766196764435
0.01390625,50.165,0.12998639845485743
0.013984375,50.165,0.12971199909207415
0.0140625,50.165,0.12943440771946146
0.014140625,50.165,0.12915356620675478
0.01421875,50.165,0.12886941435867708
0.014296875,50.165,0.1285818898145046
0.014375,50.165,0.1282909279413331
0.014453125,50.165,0.127996461720561
0.01453125,50.165,0.12769842162705905
0.014609375,50.165,0.1273967355004484
0.014687500000000001,50.165,0.12709132840785356
0.014765625000000001,50.165,0.12678212249743664
0.014843750000000001,50.165,0.12646903684195218
0.014921875000000001,50.165,0.12615198727148605
0.015,50.165,0.12583088619446034
0.015078125,50.165,0.12550564240589038
0.01515625,50.165,0.12517616088177835
0.015234375,50.165,0.1248423425584102
0.0153125,50.165,0.12450408409519118
0.015390625,50.165,0.12416127761950937
0.01546875,50.165,0.1238138104519503
0.015546875,50.165,0.1234615648099991
0.015625,50.165,0.1231044174881556
0.015703125000000002,50.165,0.12274223951214928
0.01578125,50.165,0.12237489576466848
0.015859375000000002,50.165,0.12200224457971223
0.0159375,50.165,0.12162413730231932
0.016015625,50.165,0.1212404178100302
0.01609375,50.165,0.1208509219919769
0.016171875,50.165,0.12045547718096987
0.01625,50.165,0.12005390153334433
0.016328125,50.165,0.11964600335063107
0.01640625,50.165,0.11923158033630614
0.016484375,50.165,0.11881041877993989
0.0165625,50.165,0.11838229265997435
0.016640625,50.165,0.11794696265508696
0.01671875,50.165,0.11750417505261354
0.016796875,50.165,0.1170536605407552
0.016875,50.165,0.11659513286924071
0.016953125,50.165,0.11612828736068288
0.01703125,50.165,0.11565279925198725
0.017109375,50.165,0.11516832184173428
0.0171875,50.165,0.11467448441535254
0.017265625,50.165,0.1141708899149662
0.01734375,50.165,0.11365711231485388
0.017421875,50.165,0.11313269365624348
0.0175,50.165,0.11259714068638944
0.017578125,50.165,0.11204992103612826
0.017656250000000002,50.165,0.11149045885687815
0.017734375,50.165,0.11091812982166879
0.017812500000000002,50.165,0.11033225537438666
0.017890625,50.165,0.10973209608584734
0.017968750000000002,50.165,0.10911684394302847
0.018046875,50.165,0.10848561335676077
0.018125,50.165,0.10783743062060003
0.018203125,50.165,0.10717122148568531
0.01828125,50.165,0.10648579642787848
0.018359375,50.165,0.10577983306703488
0.0184375,50.165,0.10505185504349515
0.018515625,50.165,0.10430020644894651
0.01859375,50.165,0.10352302062607566
0.018671875,50.165,0.1027181817620687
0.01875,50.165,0.10188327715724223
0.018828125,50.165,0.10101553727901524
0.01890625,50.165,0.10011175959957723
