time_s,time_h,C_r0cm,C_r0.5cm,C_r1cm,C_r1.5cm,C_r2cm
0.0,0.0,2.55,2.55,2.55,2.55,2.55
10800.0,3.0,1.7661775067079588,1.7165332954845758,1.5701978883079455,1.3332626242563015,1.0081209443269818
14400.0,4.0,1.4536064774127981,1.4133160177895172,1.2935234057046796,1.0959563696129846,0.8153443730203568
21600.0,6.0,1.0155510291638175,0.9868291735570455,0.9005528013187226,0.7546346247328458,0.533454484027347
43200.0,12.0,0.4547606699722605,0.4418400371176571,0.4019436914437091,0.328930796775098,0.16393267566978514
64800.0,18.0,0.297911067989766,0.2906612874809189,0.2679500892507612,0.22479902534810056,0.0839963442491138
86400.0,24.0,0.23718512680094295,0.23216609909045702,0.21629580812208923,0.18550502060061183,0.06580844237489265
108000.0,30.0,0.20548098915843727,0.20155705925467515,0.18908346905670523,0.16462048310823157,0.05928796259780863
129600.0,36.0,0.1857912823893641,0.18251161594676643,0.17204683674753524,0.15135765857982558,0.05631557126945797
151200.0,42.0,0.1721968487975595,0.16933622084825092,0.1601774621217151,0.1419254783267021,0.054672242893243655
172800.0,48.0,0.16212036261257734,0.1595512660859597,0.15130020751148518,0.13473138444996638,0.05363512471221623
194400.0,54.0,0.15426931044858577,0.15191434959675293,0.14433015666791366,0.12899584777277173,0.05292308091112453
208461.0331238703,57.905842534408414,0.15,0.14775658795300264,0.14052017367447192,0.12583088619446034,0.052569615600349326
